case_id,citizen_id,agency_id,case_type,status,opened_at
CASE-00381,CIT-08701,AGY-024,benefit_application,pending_decision,2026-07-12
CASE-00382,CIT-05827,AGY-007,zoning_variance,closed,2026-02-23
CASE-00383,CIT-05276,AGY-019,zoning_variance,pending_decision,2026-07-26
CASE-00384,CIT-09664,AGY-025,zoning_variance,pending_decision,2026-02-10
CASE-00385,CIT-00044,AGY-050,permit_review,under_review,2026-02-04
CASE-00386,CIT-01937,AGY-021,license_renewal,under_review,2026-06-27
CASE-00387,CIT-00237,AGY-011,permit_review,under_review,2026-05-20
CASE-00388,CIT-08988,AGY-046,benefit_application,closed,2026-08-04
CASE-00389,CIT-06618,AGY-003,permit_review,pending_decision,2026-07-11
CASE-00390,CIT-03874,AGY-034,benefit_application,open,2026-07-27
CASE-00391,CIT-04333,AGY-012,benefit_application,open,2026-01-02
CASE-00392,CIT-03988,AGY-046,benefit_application,pending_decision,2026-07-17
CASE-00393,CIT-07665,AGY-020,benefit_application,pending_decision,2026-06-24
CASE-00394,CIT-03934,AGY-048,zoning_variance,open,2026-04-07
CASE-00395,CIT-06990,AGY-044,permit_review,pending_decision,2026-07-11
CASE-00396,CIT-01270,AGY-050,license_renewal,pending_decision,2026-03-27
CASE-00397,CIT-08909,AGY-031,permit_review,open,2026-03-19
CASE-00398,CIT-07591,AGY-035,zoning_variance,pending_decision,2026-04-25
CASE-00399,CIT-09770,AGY-015,license_renewal,under_review,2026-04-23
CASE-00400,CIT-08113,AGY-020,permit_review,pending_decision,2026-03-11
CASE-00401,CIT-07655,AGY-022,license_renewal,pending_decision,2026-02-26
CASE-00402,CIT-04356,AGY-045,zoning_variance,pending_decision,2026-02-26
CASE-00403,CIT-04519,AGY-019,permit_review,under_review,2026-02-19
CASE-00404,CIT-03346,AGY-029,permit_review,closed,2026-04-24
CASE-00405,CIT-08055,AGY-002,permit_review,open,2026-03-01
CASE-00406,CIT-01686,AGY-021,permit_review,pending_decision,2026-08-18
CASE-00407,CIT-03325,AGY-015,benefit_application,pending_decision,2026-06-01
CASE-00408,CIT-08294,AGY-041,license_renewal,closed,2026-07-07
CASE-00409,CIT-05051,AGY-042,zoning_variance,closed,2026-04-21
CASE-00410,CIT-08234,AGY-005,permit_review,under_review,2026-06-17
CASE-00411,CIT-00402,AGY-008,benefit_application,under_review,2026-06-03
CASE-00412,CIT-05017,AGY-034,license_renewal,closed,2026-03-27
CASE-00413,CIT-02247,AGY-037,benefit_application,open,2026-08-24
CASE-00414,CIT-08340,AGY-035,license_renewal,closed,2026-05-19
CASE-00415,CIT-07039,AGY-031,zoning_variance,under_review,2026-02-06
CASE-00416,CIT-06266,AGY-043,benefit_application,pending_decision,2026-04-15
CASE-00417,CIT-02413,AGY-048,benefit_application,pending_decision,2026-01-11
CASE-00418,CIT-03963,AGY-047,license_renewal,closed,2026-03-01
CASE-00419,CIT-08518,AGY-013,permit_review,open,2026-08-10
CASE-00420,CIT-04681,AGY-026,license_renewal,under_review,2026-07-18
CASE-00421,CIT-08283,AGY-047,benefit_application,under_review,2026-04-20
CASE-00422,CIT-00792,AGY-047,permit_review,closed,2026-01-14
CASE-00423,CIT-04191,AGY-026,benefit_application,open,2026-07-26
CASE-00424,CIT-02772,AGY-015,permit_review,under_review,2026-02-24
CASE-00425,CIT-03383,AGY-027,license_renewal,pending_decision,2026-06-20
CASE-00426,CIT-08663,AGY-042,license_renewal,under_review,2026-01-16
CASE-00427,CIT-06564,AGY-029,benefit_application,pending_decision,2026-04-15
CASE-00428,CIT-06995,AGY-011,license_renewal,pending_decision,2026-04-02
CASE-00429,CIT-00533,AGY-035,license_renewal,under_review,2026-07-22
CASE-00430,CIT-09673,AGY-023,permit_review,under_review,2026-04-19
CASE-00431,CIT-03434,AGY-019,license_renewal,open,2026-01-09
CASE-00432,CIT-03089,AGY-008,permit_review,under_review,2026-06-08
CASE-00433,CIT-05881,AGY-017,license_renewal,under_review,2026-03-01
CASE-00434,CIT-08641,AGY-021,benefit_application,closed,2026-06-26
CASE-00435,CIT-01884,AGY-048,permit_review,pending_decision,2026-02-24
CASE-00436,CIT-03226,AGY-024,benefit_application,pending_decision,2026-01-05
CASE-00437,CIT-07897,AGY-008,benefit_application,pending_decision,2026-01-18
CASE-00438,CIT-02546,AGY-039,zoning_variance,under_review,2026-02-01
CASE-00439,CIT-05124,AGY-044,benefit_application,under_review,2026-06-06
CASE-00440,CIT-03921,AGY-011,license_renewal,pending_decision,2026-04-22
CASE-00441,CIT-00057,AGY-027,license_renewal,open,2026-07-04
CASE-00442,CIT-03930,AGY-003,license_renewal,open,2026-01-07
CASE-00443,CIT-06652,AGY-020,zoning_variance,under_review,2026-02-02
CASE-00444,CIT-03570,AGY-025,permit_review,closed,2026-01-17
CASE-00445,CIT-05863,AGY-006,license_renewal,pending_decision,2026-01-12
CASE-00446,CIT-05938,AGY-024,benefit_application,closed,2026-06-09
CASE-00447,CIT-07396,AGY-022,permit_review,closed,2026-04-26
CASE-00448,CIT-06818,AGY-049,zoning_variance,under_review,2026-03-16
CASE-00449,CIT-00764,AGY-014,permit_review,open,2026-08-22
CASE-00450,CIT-01096,AGY-044,permit_review,closed,2026-05-10
CASE-00451,CIT-00956,AGY-018,permit_review,under_review,2026-01-20
CASE-00452,CIT-07651,AGY-021,license_renewal,open,2026-03-24
CASE-00453,CIT-01788,AGY-036,license_renewal,under_review,2026-02-28
CASE-00454,CIT-07220,AGY-029,benefit_application,closed,2026-05-20
CASE-00455,CIT-03318,AGY-042,permit_review,open,2026-04-11
CASE-00456,CIT-07548,AGY-015,zoning_variance,under_review,2026-07-05
CASE-00457,CIT-04807,AGY-005,permit_review,open,2026-06-15
CASE-00458,CIT-01249,AGY-008,permit_review,under_review,2026-07-12
CASE-00459,CIT-07037,AGY-021,permit_review,pending_decision,2026-08-01
CASE-00460,CIT-08293,AGY-011,permit_review,closed,2026-05-17
CASE-00461,CIT-09403,AGY-031,license_renewal,closed,2026-06-19
CASE-00462,CIT-01684,AGY-033,permit_review,open,2026-04-14
CASE-00463,CIT-06071,AGY-026,permit_review,under_review,2026-01-08
CASE-00464,CIT-06926,AGY-026,zoning_variance,closed,2026-05-24
CASE-00465,CIT-08588,AGY-007,permit_review,open,2026-01-27
CASE-00466,CIT-08880,AGY-038,benefit_application,under_review,2026-05-10
CASE-00467,CIT-06666,AGY-022,permit_review,open,2026-03-07
CASE-00468,CIT-07664,AGY-029,permit_review,pending_decision,2026-08-10
CASE-00469,CIT-07714,AGY-020,benefit_application,closed,2026-02-17
CASE-00470,CIT-03715,AGY-022,zoning_variance,closed,2026-04-21
CASE-00471,CIT-01531,AGY-005,benefit_application,pending_decision,2026-04-05
CASE-00472,CIT-08693,AGY-025,zoning_variance,closed,2026-05-18
CASE-00473,CIT-01440,AGY-010,license_renewal,pending_decision,2026-07-06
CASE-00474,CIT-03755,AGY-045,benefit_application,pending_decision,2026-02-12
CASE-00475,CIT-04433,AGY-037,license_renewal,under_review,2026-04-16
CASE-00476,CIT-05842,AGY-025,license_renewal,under_review,2026-01-15
CASE-00477,CIT-07256,AGY-008,zoning_variance,open,2026-04-03
CASE-00478,CIT-03085,AGY-032,permit_review,open,2026-02-23
CASE-00479,CIT-09940,AGY-007,permit_review,open,2026-08-07
CASE-00480,CIT-07397,AGY-041,permit_review,closed,2026-03-19
CASE-00481,CIT-01959,AGY-042,permit_review,pending_decision,2026-04-04
CASE-00482,CIT-07656,AGY-008,license_renewal,closed,2026-07-08
CASE-00483,CIT-05220,AGY-017,zoning_variance,under_review,2026-03-05
CASE-00484,CIT-04004,AGY-012,license_renewal,under_review,2026-08-16
CASE-00485,CIT-01552,AGY-025,permit_review,under_review,2026-08-03
CASE-00486,CIT-03121,AGY-029,benefit_application,closed,2026-06-24
CASE-00487,CIT-06334,AGY-024,zoning_variance,pending_decision,2026-05-18
CASE-00488,CIT-08745,AGY-009,benefit_application,under_review,2026-07-10
CASE-00489,CIT-00350,AGY-018,zoning_variance,closed,2026-06-01
CASE-00490,CIT-08261,AGY-014,permit_review,under_review,2026-05-04
CASE-00491,CIT-04614,AGY-022,zoning_variance,closed,2026-01-27
CASE-00492,CIT-06820,AGY-039,license_renewal,pending_decision,2026-04-12
CASE-00493,CIT-07458,AGY-021,permit_review,open,2026-08-01
CASE-00494,CIT-06032,AGY-006,license_renewal,under_review,2026-05-12
CASE-00495,CIT-00070,AGY-048,zoning_variance,under_review,2026-06-15
CASE-00496,CIT-01160,AGY-050,license_renewal,under_review,2026-05-10
CASE-00497,CIT-08273,AGY-018,benefit_application,pending_decision,2026-08-18
CASE-00498,CIT-02728,AGY-019,license_renewal,closed,2026-08-11
CASE-00499,CIT-00065,AGY-033,zoning_variance,closed,2026-08-02
CASE-00500,CIT-08081,AGY-047,permit_review,closed,2026-02-05
CASE-00501,CIT-06196,AGY-033,license_renewal,pending_decision,2026-05-16
CASE-00502,CIT-04140,AGY-039,benefit_application,open,2026-02-24
CASE-00503,CIT-08290,AGY-049,zoning_variance,open,2026-05-10
CASE-00504,CIT-06570,AGY-035,license_renewal,open,2026-04-11
CASE-00505,CIT-07397,AGY-046,benefit_application,under_review,2026-04-27
CASE-00506,CIT-09029,AGY-045,permit_review,under_review,2026-03-03
CASE-00507,CIT-04327,AGY-019,zoning_variance,under_review,2026-03-06
CASE-00508,CIT-02227,AGY-013,zoning_variance,closed,2026-08-22
CASE-00509,CIT-06543,AGY-008,permit_review,pending_decision,2026-04-10
CASE-00510,CIT-04028,AGY-007,benefit_application,under_review,2026-06-28
CASE-00511,CIT-06734,AGY-042,zoning_variance,open,2026-07-12
CASE-00512,CIT-04277,AGY-044,permit_review,pending_decision,2026-05-04
CASE-00513,CIT-04211,AGY-030,benefit_application,open,2026-08-18
CASE-00514,CIT-07716,AGY-041,permit_review,open,2026-06-03
CASE-00515,CIT-06134,AGY-015,license_renewal,under_review,2026-03-01
CASE-00516,CIT-08674,AGY-010,license_renewal,pending_decision,2026-01-27
CASE-00517,CIT-02943,AGY-011,zoning_variance,open,2026-06-22
CASE-00518,CIT-00847,AGY-031,license_renewal,open,2026-04-17
CASE-00519,CIT-07448,AGY-018,permit_review,closed,2026-03-25
CASE-00520,CIT-09283,AGY-029,zoning_variance,pending_decision,2026-03-05
CASE-00521,CIT-04109,AGY-005,zoning_variance,under_review,2026-08-19
CASE-00522,CIT-01312,AGY-019,benefit_application,under_review,2026-02-27
CASE-00523,CIT-06455,AGY-006,benefit_application,open,2026-03-11
CASE-00524,CIT-07929,AGY-050,zoning_variance,open,2026-05-22
CASE-00525,CIT-09184,AGY-003,zoning_variance,closed,2026-08-25
CASE-00526,CIT-02143,AGY-041,zoning_variance,under_review,2026-05-09
CASE-00527,CIT-09305,AGY-037,license_renewal,closed,2026-08-19
CASE-00528,CIT-08836,AGY-029,permit_review,pending_decision,2026-03-17
CASE-00529,CIT-09271,AGY-024,zoning_variance,open,2026-03-19
CASE-00530,CIT-01367,AGY-026,license_renewal,pending_decision,2026-08-17
CASE-00531,CIT-03479,AGY-050,permit_review,open,2026-04-14
CASE-00532,CIT-07395,AGY-043,benefit_application,under_review,2026-08-01
CASE-00533,CIT-04108,AGY-029,zoning_variance,pending_decision,2026-02-06
CASE-00534,CIT-05689,AGY-026,zoning_variance,open,2026-01-19
CASE-00535,CIT-09140,AGY-033,benefit_application,open,2026-08-16
CASE-00536,CIT-04206,AGY-028,zoning_variance,open,2026-03-16
CASE-00537,CIT-00257,AGY-049,license_renewal,closed,2026-03-20
CASE-00538,CIT-05360,AGY-008,license_renewal,closed,2026-04-04
CASE-00539,CIT-00539,AGY-050,zoning_variance,open,2026-05-05
CASE-00540,CIT-07355,AGY-024,benefit_application,under_review,2026-03-10
CASE-00541,CIT-08106,AGY-024,benefit_application,open,2026-02-02
CASE-00542,CIT-01919,AGY-009,license_renewal,under_review,2026-02-26
CASE-00543,CIT-06148,AGY-044,zoning_variance,closed,2026-04-26
CASE-00544,CIT-01781,AGY-030,license_renewal,open,2026-03-23
CASE-00545,CIT-06405,AGY-035,license_renewal,under_review,2026-01-04
CASE-00546,CIT-08524,AGY-050,permit_review,pending_decision,2026-06-04
CASE-00547,CIT-05248,AGY-001,zoning_variance,pending_decision,2026-03-15
CASE-00548,CIT-09734,AGY-036,permit_review,pending_decision,2026-02-20
CASE-00549,CIT-02742,AGY-009,benefit_application,closed,2026-04-01
CASE-00550,CIT-01573,AGY-029,zoning_variance,under_review,2026-05-11
CASE-00551,CIT-01063,AGY-041,zoning_variance,open,2026-06-16
CASE-00552,CIT-05902,AGY-042,benefit_application,open,2026-01-01
CASE-00553,CIT-00795,AGY-017,benefit_application,closed,2026-03-15
CASE-00554,CIT-06236,AGY-045,zoning_variance,open,2026-02-10
CASE-00555,CIT-05296,AGY-020,benefit_application,open,2026-07-27
CASE-00556,CIT-09140,AGY-037,benefit_application,under_review,2026-04-17
CASE-00557,CIT-05156,AGY-001,license_renewal,closed,2026-04-14
CASE-00558,CIT-08278,AGY-049,zoning_variance,under_review,2026-01-05
CASE-00559,CIT-08484,AGY-016,zoning_variance,closed,2026-01-04
CASE-00560,CIT-00683,AGY-014,benefit_application,closed,2026-01-23
CASE-00561,CIT-02247,AGY-025,permit_review,under_review,2026-07-05
CASE-00562,CIT-07528,AGY-016,zoning_variance,open,2026-02-18
CASE-00563,CIT-00714,AGY-046,permit_review,closed,2026-06-10
CASE-00564,CIT-09356,AGY-020,zoning_variance,under_review,2026-02-20
CASE-00565,CIT-07887,AGY-026,license_renewal,pending_decision,2026-07-12
CASE-00566,CIT-04451,AGY-017,permit_review,open,2026-05-07
CASE-00567,CIT-00540,AGY-005,permit_review,closed,2026-02-05
CASE-00568,CIT-01887,AGY-030,license_renewal,pending_decision,2026-06-12
CASE-00569,CIT-00847,AGY-008,license_renewal,closed,2026-08-09
CASE-00570,CIT-09993,AGY-003,permit_review,under_review,2026-03-25
CASE-00571,CIT-07874,AGY-038,benefit_application,pending_decision,2026-02-27
CASE-00572,CIT-03421,AGY-050,benefit_application,under_review,2026-07-23
CASE-00573,CIT-04328,AGY-002,permit_review,pending_decision,2026-06-27
CASE-00574,CIT-07226,AGY-035,benefit_application,closed,2026-02-15
CASE-00575,CIT-06723,AGY-047,permit_review,closed,2026-06-16
CASE-00576,CIT-09560,AGY-029,permit_review,closed,2026-06-12
CASE-00577,CIT-02137,AGY-031,zoning_variance,open,2026-01-10
CASE-00578,CIT-09919,AGY-043,license_renewal,under_review,2026-03-18
CASE-00579,CIT-06710,AGY-008,benefit_application,closed,2026-01-28
CASE-00580,CIT-07748,AGY-001,permit_review,closed,2026-04-16
CASE-00581,CIT-09942,AGY-019,license_renewal,open,2026-01-19
CASE-00582,CIT-02132,AGY-016,benefit_application,pending_decision,2026-04-27
CASE-00583,CIT-03979,AGY-043,benefit_application,open,2026-04-05
CASE-00584,CIT-07339,AGY-023,permit_review,closed,2026-08-26
CASE-00585,CIT-06944,AGY-020,zoning_variance,open,2026-08-09
CASE-00586,CIT-03785,AGY-022,benefit_application,pending_decision,2026-01-22
CASE-00587,CIT-08761,AGY-039,license_renewal,under_review,2026-05-25
CASE-00588,CIT-06391,AGY-008,zoning_variance,open,2026-06-07
CASE-00589,CIT-03158,AGY-032,permit_review,open,2026-01-23
CASE-00590,CIT-03719,AGY-009,permit_review,open,2026-06-07
CASE-00591,CIT-07236,AGY-019,permit_review,open,2026-04-27
CASE-00592,CIT-02942,AGY-040,benefit_application,closed,2026-01-24
CASE-00593,CIT-05828,AGY-008,zoning_variance,pending_decision,2026-03-20
CASE-00594,CIT-00455,AGY-042,benefit_application,under_review,2026-05-01
CASE-00595,CIT-09642,AGY-031,license_renewal,pending_decision,2026-04-04
CASE-00596,CIT-07885,AGY-038,zoning_variance,pending_decision,2026-02-17
CASE-00597,CIT-09343,AGY-005,zoning_variance,open,2026-04-11
CASE-00598,CIT-08701,AGY-023,benefit_application,closed,2026-01-18
CASE-00599,CIT-07310,AGY-050,zoning_variance,open,2026-06-17
CASE-00600,CIT-04911,AGY-007,permit_review,pending_decision,2026-07-16
CASE-00601,CIT-05809,AGY-047,permit_review,open,2026-05-10
CASE-00602,CIT-06693,AGY-042,license_renewal,under_review,2026-06-05
CASE-00603,CIT-08196,AGY-041,license_renewal,pending_decision,2026-01-23
CASE-00604,CIT-03518,AGY-002,benefit_application,pending_decision,2026-03-12
CASE-00605,CIT-00676,AGY-043,license_renewal,under_review,2026-02-11
CASE-00606,CIT-02285,AGY-038,benefit_application,pending_decision,2026-01-22
CASE-00607,CIT-08322,AGY-017,license_renewal,pending_decision,2026-07-26
CASE-00608,CIT-08564,AGY-046,zoning_variance,pending_decision,2026-02-08
CASE-00609,CIT-01431,AGY-049,permit_review,open,2026-05-26
CASE-00610,CIT-07706,AGY-029,zoning_variance,pending_decision,2026-03-27
CASE-00611,CIT-05956,AGY-030,benefit_application,closed,2026-07-12
CASE-00612,CIT-06732,AGY-020,zoning_variance,closed,2026-01-05
CASE-00613,CIT-09401,AGY-016,permit_review,closed,2026-05-24
CASE-00614,CIT-00012,AGY-039,license_renewal,pending_decision,2026-01-26
CASE-00615,CIT-05517,AGY-003,license_renewal,closed,2026-03-10
CASE-00616,CIT-05807,AGY-006,permit_review,under_review,2026-03-22
CASE-00617,CIT-09436,AGY-011,benefit_application,under_review,2026-02-05
CASE-00618,CIT-00152,AGY-022,benefit_application,pending_decision,2026-01-01
CASE-00619,CIT-06250,AGY-042,benefit_application,pending_decision,2026-03-05
CASE-00620,CIT-07792,AGY-020,zoning_variance,open,2026-07-28
CASE-00621,CIT-05356,AGY-026,license_renewal,pending_decision,2026-07-09
CASE-00622,CIT-02952,AGY-036,permit_review,pending_decision,2026-02-05
CASE-00623,CIT-06724,AGY-050,license_renewal,pending_decision,2026-01-27
CASE-00624,CIT-06144,AGY-011,permit_review,open,2026-07-17
CASE-00625,CIT-05236,AGY-029,zoning_variance,open,2026-02-15
CASE-00626,CIT-05905,AGY-031,permit_review,pending_decision,2026-01-20
CASE-00627,CIT-07263,AGY-010,permit_review,closed,2026-06-27
CASE-00628,CIT-09832,AGY-002,permit_review,under_review,2026-08-20
CASE-00629,CIT-06810,AGY-032,license_renewal,open,2026-07-28
CASE-00630,CIT-02830,AGY-007,license_renewal,closed,2026-03-18
CASE-00631,CIT-01921,AGY-030,zoning_variance,under_review,2026-04-03
CASE-00632,CIT-02758,AGY-046,permit_review,open,2026-01-28
CASE-00633,CIT-04962,AGY-008,license_renewal,open,2026-01-07
CASE-00634,CIT-04263,AGY-037,benefit_application,closed,2026-01-01
CASE-00635,CIT-02598,AGY-028,license_renewal,pending_decision,2026-05-01
CASE-00636,CIT-02767,AGY-036,license_renewal,closed,2026-04-20
CASE-00637,CIT-04881,AGY-044,benefit_application,under_review,2026-01-19
CASE-00638,CIT-06308,AGY-038,zoning_variance,open,2026-01-05
CASE-00639,CIT-03995,AGY-023,license_renewal,open,2026-01-22
CASE-00640,CIT-07041,AGY-006,benefit_application,pending_decision,2026-03-14
CASE-00641,CIT-08783,AGY-049,license_renewal,closed,2026-05-16
CASE-00642,CIT-04352,AGY-037,license_renewal,pending_decision,2026-02-09
CASE-00643,CIT-04387,AGY-003,zoning_variance,under_review,2026-05-08
CASE-00644,CIT-09871,AGY-030,benefit_application,pending_decision,2026-08-05
CASE-00645,CIT-09328,AGY-002,permit_review,pending_decision,2026-07-02
CASE-00646,CIT-07878,AGY-046,permit_review,open,2026-04-22
CASE-00647,CIT-04564,AGY-031,license_renewal,closed,2026-03-03
CASE-00648,CIT-01858,AGY-047,permit_review,under_review,2026-03-07
CASE-00649,CIT-00470,AGY-019,permit_review,under_review,2026-05-12
CASE-00650,CIT-05683,AGY-036,zoning_variance,open,2026-08-13
CASE-00651,CIT-06462,AGY-015,zoning_variance,pending_decision,2026-03-08
CASE-00652,CIT-06100,AGY-012,zoning_variance,under_review,2026-04-21
CASE-00653,CIT-05856,AGY-022,benefit_application,closed,2026-01-05
CASE-00654,CIT-04166,AGY-038,benefit_application,under_review,2026-03-08
CASE-00655,CIT-04014,AGY-028,benefit_application,closed,2026-07-17
CASE-00656,CIT-05395,AGY-002,license_renewal,under_review,2026-08-24
CASE-00657,CIT-04392,AGY-044,permit_review,open,2026-08-12
CASE-00658,CIT-00003,AGY-045,zoning_variance,open,2026-04-21
CASE-00659,CIT-07941,AGY-013,zoning_variance,pending_decision,2026-05-26
CASE-00660,CIT-02433,AGY-047,zoning_variance,pending_decision,2026-01-28
CASE-00661,CIT-02126,AGY-016,license_renewal,closed,2026-04-27
CASE-00662,CIT-00802,AGY-010,permit_review,under_review,2026-06-17
CASE-00663,CIT-03237,AGY-040,license_renewal,under_review,2026-02-17
CASE-00664,CIT-05668,AGY-034,zoning_variance,open,2026-07-01
CASE-00665,CIT-00637,AGY-038,license_renewal,closed,2026-01-08
CASE-00666,CIT-05175,AGY-042,license_renewal,pending_decision,2026-04-18
CASE-00667,CIT-01545,AGY-019,permit_review,pending_decision,2026-02-13
CASE-00668,CIT-06941,AGY-037,permit_review,open,2026-03-22
CASE-00669,CIT-01286,AGY-019,zoning_variance,open,2026-02-08
CASE-00670,CIT-07363,AGY-006,benefit_application,under_review,2026-04-25
CASE-00671,CIT-08012,AGY-047,zoning_variance,open,2026-07-15
CASE-00672,CIT-01237,AGY-044,permit_review,under_review,2026-06-13
CASE-00673,CIT-04714,AGY-046,permit_review,under_review,2026-05-18
