application_id,case_id,application_type,status,submitted_at
APP-00479,CASE-14508,renewal_application,submitted,2026-03-09
APP-00480,CASE-08175,initial_application,denied,2026-03-16
APP-00481,CASE-11504,appeal,submitted,2026-06-10
APP-00482,CASE-09780,appeal,pending_more_info,2026-05-07
APP-00483,CASE-14575,initial_application,in_review,2026-01-16
APP-00484,CASE-03234,appeal,in_review,2026-07-14
APP-00485,CASE-02103,appeal,approved,2026-07-25
APP-00486,CASE-02086,appeal,submitted,2026-01-17
APP-00487,CASE-12856,initial_application,in_review,2026-05-07
APP-00488,CASE-05630,initial_application,denied,2026-01-09
APP-00489,CASE-09629,renewal_application,approved,2026-02-17
APP-00490,CASE-06124,appeal,approved,2026-06-28
APP-00491,CASE-07504,initial_application,denied,2026-02-27
APP-00492,CASE-05292,initial_application,denied,2026-05-01
APP-00493,CASE-11644,initial_application,pending_more_info,2026-03-11
APP-00494,CASE-11188,initial_application,denied,2026-03-04
APP-00495,CASE-03133,appeal,submitted,2026-04-21
APP-00496,CASE-03004,renewal_application,submitted,2026-04-25
APP-00497,CASE-01317,initial_application,approved,2026-04-03
APP-00498,CASE-14991,initial_application,approved,2026-01-05
APP-00499,CASE-11041,initial_application,approved,2026-08-22
APP-00500,CASE-11450,initial_application,pending_more_info,2026-04-21
APP-00501,CASE-00391,initial_application,pending_more_info,2026-01-02
APP-00502,CASE-08787,renewal_application,approved,2026-03-12
APP-00503,CASE-11844,renewal_application,denied,2026-01-11
APP-00504,CASE-12611,renewal_application,in_review,2026-03-18
APP-00505,CASE-12272,renewal_application,pending_more_info,2026-05-17
APP-00506,CASE-10414,renewal_application,approved,2026-03-19
APP-00507,CASE-09727,appeal,pending_more_info,2026-03-27
APP-00508,CASE-02506,renewal_application,pending_more_info,2026-02-26
APP-00509,CASE-03925,initial_application,submitted,2026-02-05
APP-00510,CASE-01524,initial_application,pending_more_info,2026-06-10
APP-00511,CASE-09058,appeal,in_review,2026-06-11
APP-00512,CASE-14353,appeal,submitted,2026-06-28
APP-00513,CASE-00609,renewal_application,pending_more_info,2026-05-26
APP-00514,CASE-13154,renewal_application,denied,2026-03-03
APP-00515,CASE-14263,appeal,submitted,2026-01-05
APP-00516,CASE-00051,appeal,pending_more_info,2026-07-15
APP-00517,CASE-10534,renewal_application,pending_more_info,2026-01-21
APP-00518,CASE-14355,initial_application,submitted,2026-01-25
APP-00519,CASE-10691,initial_application,denied,2026-03-04
APP-00520,CASE-03762,initial_application,submitted,2026-02-08
APP-00521,CASE-05141,appeal,in_review,2026-06-13
APP-00522,CASE-04731,initial_application,submitted,2026-04-24
APP-00523,CASE-12369,renewal_application,pending_more_info,2026-07-26
APP-00524,CASE-01153,appeal,denied,2026-04-13
APP-00525,CASE-06524,appeal,pending_more_info,2026-07-09
APP-00526,CASE-00334,initial_application,submitted,2026-02-20
APP-00527,CASE-06869,renewal_application,approved,2026-05-03
APP-00528,CASE-04821,renewal_application,in_review,2026-04-18
APP-00529,CASE-07491,renewal_application,pending_more_info,2026-02-27
APP-00530,CASE-04374,appeal,in_review,2026-01-25
APP-00531,CASE-00122,renewal_application,denied,2026-02-19
APP-00532,CASE-14952,renewal_application,in_review,2026-05-17
APP-00533,CASE-11701,appeal,submitted,2026-04-13
APP-00534,CASE-12896,initial_application,submitted,2026-03-14
APP-00535,CASE-03963,renewal_application,submitted,2026-07-21
APP-00536,CASE-02768,initial_application,pending_more_info,2026-08-08
APP-00537,CASE-02203,appeal,submitted,2026-07-08
APP-00538,CASE-06637,initial_application,in_review,2026-03-22
APP-00539,CASE-11416,renewal_application,in_review,2026-08-20
APP-00540,CASE-12639,initial_application,denied,2026-05-11
APP-00541,CASE-13701,appeal,approved,2026-01-12
APP-00542,CASE-02251,renewal_application,in_review,2026-07-13
APP-00543,CASE-03812,initial_application,pending_more_info,2026-02-13
APP-00544,CASE-13768,initial_application,submitted,2026-06-21
APP-00545,CASE-11968,renewal_application,submitted,2026-07-05
APP-00546,CASE-00687,appeal,in_review,2026-07-10
APP-00547,CASE-12021,renewal_application,pending_more_info,2026-06-26
APP-00548,CASE-13314,appeal,submitted,2026-05-18
APP-00549,CASE-01807,renewal_application,approved,2026-01-15
APP-00550,CASE-12924,initial_application,denied,2026-06-13
APP-00551,CASE-02697,initial_application,submitted,2026-07-03
APP-00552,CASE-07992,initial_application,in_review,2026-03-04
APP-00553,CASE-05837,renewal_application,denied,2026-05-14
APP-00554,CASE-03357,initial_application,denied,2026-05-28
APP-00555,CASE-03632,initial_application,in_review,2026-04-09
APP-00556,CASE-11757,initial_application,in_review,2026-08-21
APP-00557,CASE-11536,renewal_application,submitted,2026-04-07
APP-00558,CASE-02959,renewal_application,submitted,2026-04-24
APP-00559,CASE-02936,renewal_application,pending_more_info,2026-06-17
APP-00560,CASE-07000,renewal_application,denied,2026-03-18
APP-00561,CASE-09711,appeal,pending_more_info,2026-07-18
APP-00562,CASE-13641,initial_application,pending_more_info,2026-02-05
APP-00563,CASE-01750,renewal_application,submitted,2026-07-28
APP-00564,CASE-10949,renewal_application,denied,2026-01-02
APP-00565,CASE-04352,renewal_application,approved,2026-02-07
APP-00566,CASE-05753,renewal_application,approved,2026-03-13
APP-00567,CASE-08424,initial_application,in_review,2026-02-05
APP-00568,CASE-01153,renewal_application,denied,2026-04-13
APP-00569,CASE-05884,renewal_application,denied,2026-07-28
APP-00570,CASE-06663,appeal,approved,2026-07-05
APP-00571,CASE-12588,initial_application,approved,2026-01-22
APP-00572,CASE-04596,initial_application,pending_more_info,2026-06-03
APP-00573,CASE-08927,appeal,pending_more_info,2026-03-10
APP-00574,CASE-12661,appeal,in_review,2026-06-21
APP-00575,CASE-09580,renewal_application,approved,2026-08-08
APP-00576,CASE-07819,initial_application,submitted,2026-01-26
APP-00577,CASE-04800,appeal,pending_more_info,2026-06-10
APP-00578,CASE-08948,appeal,pending_more_info,2026-08-18
APP-00579,CASE-13672,initial_application,pending_more_info,2026-05-20
APP-00580,CASE-05389,renewal_application,approved,2026-04-20
APP-00581,CASE-08515,appeal,approved,2026-01-20
APP-00582,CASE-03942,renewal_application,pending_more_info,2026-05-06
APP-00583,CASE-11731,appeal,denied,2026-02-21
APP-00584,CASE-11486,initial_application,submitted,2026-06-24
APP-00585,CASE-01296,initial_application,pending_more_info,2026-04-21
APP-00586,CASE-01843,renewal_application,in_review,2026-07-20
APP-00587,CASE-12759,renewal_application,denied,2026-04-16
APP-00588,CASE-09691,renewal_application,in_review,2026-08-16
APP-00589,CASE-10352,renewal_application,in_review,2026-06-25
APP-00590,CASE-09649,appeal,pending_more_info,2026-06-16
APP-00591,CASE-14798,appeal,approved,2026-02-10
APP-00592,CASE-07952,renewal_application,submitted,2026-03-06
APP-00593,CASE-14125,initial_application,in_review,2026-01-06
APP-00594,CASE-05809,renewal_application,in_review,2026-01-04
APP-00595,CASE-14180,appeal,pending_more_info,2026-02-06
APP-00596,CASE-03186,initial_application,pending_more_info,2026-05-10
APP-00597,CASE-05644,initial_application,submitted,2026-01-09
APP-00598,CASE-06518,renewal_application,denied,2026-06-19
APP-00599,CASE-00405,initial_application,denied,2026-03-01
APP-00600,CASE-10393,renewal_application,approved,2026-02-03
APP-00601,CASE-08669,renewal_application,in_review,2026-01-09
APP-00602,CASE-12586,appeal,pending_more_info,2026-04-21
APP-00603,CASE-12485,renewal_application,denied,2026-02-23
APP-00604,CASE-07662,initial_application,in_review,2026-03-02
APP-00605,CASE-12109,appeal,approved,2026-01-28
APP-00606,CASE-01024,initial_application,submitted,2026-06-11
APP-00607,CASE-09332,appeal,denied,2026-04-17
APP-00608,CASE-14460,appeal,pending_more_info,2026-03-10
APP-00609,CASE-14010,renewal_application,submitted,2026-02-08
APP-00610,CASE-00230,appeal,submitted,2026-04-03
APP-00611,CASE-13438,appeal,approved,2026-02-06
APP-00612,CASE-01215,appeal,in_review,2026-05-23
APP-00613,CASE-09810,appeal,denied,2026-08-26
APP-00614,CASE-11781,initial_application,approved,2026-06-20
APP-00615,CASE-00802,renewal_application,pending_more_info,2026-01-14
APP-00616,CASE-13374,initial_application,denied,2026-05-16
APP-00617,CASE-00866,initial_application,denied,2026-03-07
APP-00618,CASE-00819,renewal_application,denied,2026-08-22
APP-00619,CASE-05360,initial_application,pending_more_info,2026-08-16
APP-00620,CASE-14486,initial_application,submitted,2026-03-03
APP-00621,CASE-04239,renewal_application,in_review,2026-03-13
APP-00622,CASE-04661,initial_application,in_review,2026-04-10
APP-00623,CASE-02158,appeal,in_review,2026-08-16
APP-00624,CASE-09295,appeal,denied,2026-05-17
APP-00625,CASE-08290,renewal_application,submitted,2026-03-20
APP-00626,CASE-02851,appeal,in_review,2026-08-02
APP-00627,CASE-02463,renewal_application,submitted,2026-04-26
APP-00628,CASE-10050,renewal_application,approved,2026-05-17
APP-00629,CASE-11268,initial_application,in_review,2026-01-02
APP-00630,CASE-08619,initial_application,submitted,2026-06-20
APP-00631,CASE-13402,renewal_application,approved,2026-05-11
APP-00632,CASE-13840,initial_application,submitted,2026-07-18
APP-00633,CASE-07265,initial_application,in_review,2026-01-17
APP-00634,CASE-13296,initial_application,pending_more_info,2026-05-15
APP-00635,CASE-01411,renewal_application,pending_more_info,2026-08-09
APP-00636,CASE-06159,initial_application,in_review,2026-01-22
APP-00637,CASE-13478,renewal_application,pending_more_info,2026-05-28
APP-00638,CASE-05579,initial_application,in_review,2026-08-21
APP-00639,CASE-05447,renewal_application,in_review,2026-01-11
APP-00640,CASE-14813,renewal_application,denied,2026-07-07
APP-00641,CASE-07989,renewal_application,denied,2026-03-01
APP-00642,CASE-01783,initial_application,submitted,2026-06-11
APP-00643,CASE-12721,renewal_application,in_review,2026-07-05
APP-00644,CASE-10652,appeal,pending_more_info,2026-05-24
APP-00645,CASE-10910,initial_application,in_review,2026-03-20
APP-00646,CASE-02681,renewal_application,in_review,2026-02-24
APP-00647,CASE-07828,initial_application,approved,2026-02-16
APP-00648,CASE-08573,appeal,denied,2026-05-05
APP-00649,CASE-09072,appeal,denied,2026-08-16
APP-00650,CASE-05397,appeal,submitted,2026-03-13
APP-00651,CASE-04936,appeal,in_review,2026-02-06
APP-00652,CASE-05876,initial_application,pending_more_info,2026-05-03
APP-00653,CASE-14452,appeal,pending_more_info,2026-06-18
APP-00654,CASE-13803,initial_application,denied,2026-03-08
APP-00655,CASE-01671,appeal,pending_more_info,2026-06-27
APP-00656,CASE-03513,initial_application,submitted,2026-04-11
APP-00657,CASE-02274,renewal_application,pending_more_info,2026-05-25
APP-00658,CASE-02381,appeal,denied,2026-02-26
APP-00659,CASE-10804,appeal,pending_more_info,2026-06-07
APP-00660,CASE-12783,renewal_application,denied,2026-07-09
APP-00661,CASE-03839,appeal,approved,2026-02-20
APP-00662,CASE-09096,renewal_application,submitted,2026-05-22
APP-00663,CASE-10924,initial_application,in_review,2026-07-09
APP-00664,CASE-14562,initial_application,pending_more_info,2026-03-27
APP-00665,CASE-01570,initial_application,denied,2026-07-06
APP-00666,CASE-03839,initial_application,in_review,2026-02-20
APP-00667,CASE-08565,appeal,in_review,2026-01-07
APP-00668,CASE-14917,initial_application,approved,2026-06-01
APP-00669,CASE-01763,initial_application,in_review,2026-03-19
APP-00670,CASE-10905,appeal,in_review,2026-07-04
APP-00671,CASE-03449,initial_application,in_review,2026-05-23
APP-00672,CASE-00711,appeal,denied,2026-03-08
APP-00673,CASE-03480,appeal,pending_more_info,2026-06-07
APP-00674,CASE-10767,appeal,submitted,2026-05-26
APP-00675,CASE-08619,appeal,submitted,2026-06-20
APP-00676,CASE-06748,initial_application,submitted,2026-08-20
APP-00677,CASE-06758,initial_application,approved,2026-08-13
APP-00678,CASE-04003,initial_application,approved,2026-01-17
APP-00679,CASE-00850,renewal_application,denied,2026-01-03
APP-00680,CASE-07248,appeal,approved,2026-08-10
APP-00681,CASE-10217,renewal_application,in_review,2026-03-01
APP-00682,CASE-13261,renewal_application,submitted,2026-04-13
APP-00683,CASE-06915,initial_application,submitted,2026-05-15
APP-00684,CASE-14946,initial_application,submitted,2026-04-25
APP-00685,CASE-09476,appeal,approved,2026-08-01
APP-00686,CASE-08754,renewal_application,submitted,2026-02-04
APP-00687,CASE-13172,appeal,pending_more_info,2026-02-27
APP-00688,CASE-05882,appeal,in_review,2026-07-25
APP-00689,CASE-08228,initial_application,submitted,2026-02-22
APP-00690,CASE-07834,initial_application,pending_more_info,2026-06-21
APP-00691,CASE-00807,appeal,approved,2026-01-27
APP-00692,CASE-11177,appeal,in_review,2026-03-09
APP-00693,CASE-00559,appeal,submitted,2026-01-04
APP-00694,CASE-00042,renewal_application,pending_more_info,2026-07-15
APP-00695,CASE-08056,appeal,approved,2026-06-18
APP-00696,CASE-14810,appeal,pending_more_info,2026-07-22
APP-00697,CASE-08243,renewal_application,pending_more_info,2026-07-10
APP-00698,CASE-09057,appeal,approved,2026-07-06
APP-00699,CASE-10571,appeal,denied,2026-01-05
APP-00700,CASE-05899,appeal,approved,2026-04-28
APP-00701,CASE-13076,renewal_application,pending_more_info,2026-05-21
APP-00702,CASE-07739,appeal,approved,2026-07-10
APP-00703,CASE-08303,initial_application,submitted,2026-06-03
APP-00704,CASE-06550,appeal,pending_more_info,2026-07-17
APP-00705,CASE-07727,appeal,pending_more_info,2026-01-13
APP-00706,CASE-04302,appeal,submitted,2026-05-15
APP-00707,CASE-11572,initial_application,pending_more_info,2026-07-12
APP-00708,CASE-00551,initial_application,approved,2026-06-16
APP-00709,CASE-05251,renewal_application,pending_more_info,2026-08-03
APP-00710,CASE-08282,initial_application,in_review,2026-03-02
APP-00711,CASE-10890,renewal_application,in_review,2026-07-01
APP-00712,CASE-07924,initial_application,in_review,2026-07-05
APP-00713,CASE-01547,renewal_application,pending_more_info,2026-05-16
APP-00714,CASE-07184,appeal,in_review,2026-02-19
APP-00715,CASE-10652,appeal,submitted,2026-05-24
APP-00716,CASE-09888,initial_application,in_review,2026-07-02
APP-00717,CASE-14627,initial_application,pending_more_info,2026-06-08
APP-00718,CASE-04896,renewal_application,pending_more_info,2026-02-26
APP-00719,CASE-04490,appeal,pending_more_info,2026-02-06
APP-00720,CASE-01066,appeal,in_review,2026-05-11
APP-00721,CASE-08655,initial_application,in_review,2026-06-17
APP-00722,CASE-02545,appeal,submitted,2026-08-24
APP-00723,CASE-14550,appeal,denied,2026-01-17
APP-00724,CASE-07724,appeal,approved,2026-03-14
APP-00725,CASE-10684,renewal_application,approved,2026-04-11
APP-00726,CASE-01782,appeal,submitted,2026-01-28
APP-00727,CASE-11246,appeal,in_review,2026-02-03
APP-00728,CASE-02568,initial_application,submitted,2026-08-06
APP-00729,CASE-02640,appeal,approved,2026-08-28
APP-00730,CASE-02016,renewal_application,pending_more_info,2026-01-10
APP-00731,CASE-12295,appeal,pending_more_info,2026-02-28
APP-00732,CASE-10448,renewal_application,pending_more_info,2026-07-06
APP-00733,CASE-04792,initial_application,denied,2026-05-05
APP-00734,CASE-10114,appeal,pending_more_info,2026-06-25
APP-00735,CASE-13037,appeal,in_review,2026-08-14
APP-00736,CASE-02589,appeal,denied,2026-02-07
APP-00737,CASE-02736,renewal_application,denied,2026-05-27
APP-00738,CASE-09396,initial_application,submitted,2026-05-14
APP-00739,CASE-11522,appeal,pending_more_info,2026-08-07
APP-00740,CASE-05949,initial_application,denied,2026-01-09
APP-00741,CASE-06888,initial_application,approved,2026-08-21
APP-00742,CASE-11991,initial_application,in_review,2026-05-13
APP-00743,CASE-07127,initial_application,pending_more_info,2026-08-08
APP-00744,CASE-09848,renewal_application,pending_more_info,2026-08-27
APP-00745,CASE-07746,initial_application,pending_more_info,2026-06-21
APP-00746,CASE-04621,initial_application,denied,2026-08-28
APP-00747,CASE-02560,appeal,denied,2026-03-18
APP-00748,CASE-00718,renewal_application,submitted,2026-04-09
APP-00749,CASE-12058,appeal,denied,2026-06-03
APP-00750,CASE-02314,renewal_application,pending_more_info,2026-02-19
APP-00751,CASE-10191,renewal_application,in_review,2026-08-09
APP-00752,CASE-03556,renewal_application,approved,2026-05-19
APP-00753,CASE-07255,renewal_application,approved,2026-07-08
APP-00754,CASE-02143,initial_application,submitted,2026-05-23
APP-00755,CASE-05572,renewal_application,pending_more_info,2026-02-15
APP-00756,CASE-03655,initial_application,submitted,2026-01-06
APP-00757,CASE-10774,appeal,approved,2026-06-27
APP-00758,CASE-08317,initial_application,submitted,2026-02-11
APP-00759,CASE-12956,renewal_application,pending_more_info,2026-04-25
APP-00760,CASE-01832,renewal_application,denied,2026-01-08
APP-00761,CASE-00991,initial_application,approved,2026-02-27
APP-00762,CASE-14013,renewal_application,pending_more_info,2026-01-25
APP-00763,CASE-08001,initial_application,pending_more_info,2026-07-01
APP-00764,CASE-02069,appeal,submitted,2026-02-05
APP-00765,CASE-07940,initial_application,denied,2026-01-08
APP-00766,CASE-04076,appeal,approved,2026-04-07
APP-00767,CASE-07905,appeal,approved,2026-03-22
APP-00768,CASE-04747,appeal,pending_more_info,2026-08-09
APP-00769,CASE-08408,initial_application,submitted,2026-03-24
APP-00770,CASE-09012,appeal,pending_more_info,2026-02-12
