signal_id,product_id,store_id,signal_type,trend_percent,detected_at
SIG-00388,PROD-00011,STORE-0481,seasonal,42.5,2026-02-22
SIG-00389,PROD-02872,STORE-0231,decline,25.9,2026-04-08
SIG-00390,PROD-03488,STORE-0434,decline,64.3,2026-07-21
SIG-00391,PROD-04244,STORE-0131,spike,-36.9,2026-04-14
SIG-00392,PROD-00327,STORE-0471,decline,44.3,2026-07-17
SIG-00393,PROD-03925,STORE-0334,spike,-28.3,2026-03-18
SIG-00394,PROD-01715,STORE-0185,seasonal,34.5,2026-06-04
SIG-00395,PROD-03909,STORE-0364,spike,-2.3,2026-04-19
SIG-00396,PROD-00433,STORE-0315,decline,22.9,2026-07-14
SIG-00397,PROD-03656,STORE-0326,decline,2.2,2026-02-01
SIG-00398,PROD-02621,STORE-0454,decline,11.1,2026-04-19
SIG-00399,PROD-03105,STORE-0259,decline,-19.3,2026-03-12
SIG-00400,PROD-04300,STORE-0406,spike,-5.7,2026-05-15
SIG-00401,PROD-01063,STORE-0068,spike,47.2,2026-02-17
SIG-00402,PROD-02870,STORE-0201,decline,53.9,2026-05-16
SIG-00403,PROD-03950,STORE-0111,seasonal,-23.2,2026-03-12
SIG-00404,PROD-00254,STORE-0491,seasonal,-24.2,2026-08-05
SIG-00405,PROD-03488,STORE-0445,spike,66.3,2026-04-12
SIG-00406,PROD-03926,STORE-0345,seasonal,64.3,2026-03-17
SIG-00407,PROD-04977,STORE-0270,seasonal,-10.0,2026-08-22
SIG-00408,PROD-01050,STORE-0077,seasonal,4.9,2026-08-17
SIG-00409,PROD-03893,STORE-0431,decline,-2.0,2026-01-22
SIG-00410,PROD-01859,STORE-0027,spike,47.1,2026-08-07
SIG-00411,PROD-03345,STORE-0299,seasonal,0.8,2026-08-27
SIG-00412,PROD-04921,STORE-0050,spike,60.2,2026-03-08
SIG-00413,PROD-04902,STORE-0004,decline,15.6,2026-05-19
SIG-00414,PROD-01499,STORE-0037,seasonal,2.4,2026-04-11
SIG-00415,PROD-02638,STORE-0016,seasonal,65.3,2026-06-11
SIG-00416,PROD-00915,STORE-0409,seasonal,61.8,2026-05-25
SIG-00417,PROD-01547,STORE-0284,spike,25.0,2026-01-17
SIG-00418,PROD-00837,STORE-0299,seasonal,70.7,2026-06-26
SIG-00419,PROD-02123,STORE-0249,seasonal,32.4,2026-08-15
SIG-00420,PROD-00400,STORE-0165,seasonal,-34.3,2026-02-16
SIG-00421,PROD-03005,STORE-0399,seasonal,73.1,2026-01-01
SIG-00422,PROD-04276,STORE-0192,decline,76.8,2026-06-05
SIG-00423,PROD-02976,STORE-0165,spike,46.4,2026-01-14
SIG-00424,PROD-00499,STORE-0046,seasonal,20.7,2026-04-25
SIG-00425,PROD-03121,STORE-0199,seasonal,10.6,2026-06-21
SIG-00426,PROD-03767,STORE-0245,decline,59.0,2026-04-22
SIG-00427,PROD-01031,STORE-0020,seasonal,4.2,2026-01-17
SIG-00428,PROD-00500,STORE-0224,spike,-39.3,2026-02-12
SIG-00429,PROD-01371,STORE-0105,spike,76.0,2026-01-17
SIG-00430,PROD-01958,STORE-0058,seasonal,58.2,2026-04-22
SIG-00431,PROD-03902,STORE-0028,decline,79.0,2026-07-19
SIG-00432,PROD-03077,STORE-0022,seasonal,70.8,2026-04-22
SIG-00433,PROD-04151,STORE-0475,decline,-1.4,2026-02-04
SIG-00434,PROD-02046,STORE-0251,spike,38.8,2026-01-07
SIG-00435,PROD-03813,STORE-0356,decline,79.2,2026-03-17
SIG-00436,PROD-00281,STORE-0306,decline,65.3,2026-05-12
SIG-00437,PROD-04399,STORE-0166,decline,11.0,2026-02-16
SIG-00438,PROD-01036,STORE-0175,decline,79.0,2026-01-12
SIG-00439,PROD-03986,STORE-0402,decline,41.3,2026-05-17
SIG-00440,PROD-01899,STORE-0067,decline,67.5,2026-02-23
SIG-00441,PROD-03926,STORE-0316,spike,33.9,2026-05-11
SIG-00442,PROD-04635,STORE-0140,decline,43.5,2026-01-13
SIG-00443,PROD-04283,STORE-0213,spike,13.0,2026-03-28
SIG-00444,PROD-01652,STORE-0012,seasonal,78.2,2026-05-27
SIG-00445,PROD-01419,STORE-0234,decline,52.9,2026-07-01
SIG-00446,PROD-02798,STORE-0195,seasonal,-5.0,2026-01-18
SIG-00447,PROD-02448,STORE-0252,spike,-3.4,2026-02-28
SIG-00448,PROD-00731,STORE-0102,spike,46.3,2026-01-15
SIG-00449,PROD-01081,STORE-0440,decline,-0.1,2026-01-15
SIG-00450,PROD-02675,STORE-0203,seasonal,14.1,2026-08-02
SIG-00451,PROD-02528,STORE-0258,decline,50.8,2026-06-15
SIG-00452,PROD-01997,STORE-0175,spike,42.5,2026-06-11
SIG-00453,PROD-00117,STORE-0482,decline,52.6,2026-03-20
SIG-00454,PROD-03942,STORE-0343,decline,14.3,2026-08-01
SIG-00455,PROD-04854,STORE-0474,spike,-37.4,2026-06-28
SIG-00456,PROD-04131,STORE-0349,seasonal,28.3,2026-06-28
SIG-00457,PROD-00832,STORE-0409,seasonal,-25.6,2026-08-16
SIG-00458,PROD-03684,STORE-0397,spike,45.3,2026-03-09
SIG-00459,PROD-03646,STORE-0002,spike,57.0,2026-08-08
SIG-00460,PROD-01103,STORE-0468,spike,-19.8,2026-02-26
SIG-00461,PROD-02853,STORE-0165,seasonal,-10.5,2026-07-16
SIG-00462,PROD-04307,STORE-0195,spike,50.8,2026-08-23
SIG-00463,PROD-03776,STORE-0386,decline,-36.6,2026-04-13
SIG-00464,PROD-01259,STORE-0046,decline,-39.6,2026-02-11
SIG-00465,PROD-04861,STORE-0016,seasonal,27.3,2026-06-21
SIG-00466,PROD-02779,STORE-0316,decline,-22.4,2026-05-23
SIG-00467,PROD-04782,STORE-0488,spike,-1.9,2026-08-16
SIG-00468,PROD-03671,STORE-0475,spike,15.6,2026-08-03
SIG-00469,PROD-03491,STORE-0376,seasonal,63.7,2026-05-09
SIG-00470,PROD-00733,STORE-0448,spike,-23.1,2026-07-06
SIG-00471,PROD-03019,STORE-0381,seasonal,-31.0,2026-02-05
SIG-00472,PROD-04920,STORE-0350,seasonal,-20.7,2026-01-06
SIG-00473,PROD-01464,STORE-0342,seasonal,41.2,2026-05-04
SIG-00474,PROD-04229,STORE-0168,decline,1.7,2026-08-10
SIG-00475,PROD-03569,STORE-0425,spike,79.3,2026-01-21
SIG-00476,PROD-04180,STORE-0468,decline,-22.1,2026-05-05
SIG-00477,PROD-04218,STORE-0131,decline,-2.1,2026-02-23
SIG-00478,PROD-02903,STORE-0037,spike,3.4,2026-02-16
SIG-00479,PROD-01814,STORE-0212,spike,-30.1,2026-08-28
SIG-00480,PROD-00639,STORE-0403,spike,-20.5,2026-07-25
SIG-00481,PROD-00475,STORE-0392,decline,-20.7,2026-03-13
SIG-00482,PROD-03762,STORE-0212,spike,-12.5,2026-06-13
SIG-00483,PROD-02051,STORE-0070,seasonal,-11.2,2026-02-25
SIG-00484,PROD-02280,STORE-0108,seasonal,41.4,2026-03-21
SIG-00485,PROD-00833,STORE-0106,seasonal,25.6,2026-02-03
SIG-00486,PROD-02598,STORE-0212,decline,-0.0,2026-04-18
SIG-00487,PROD-03856,STORE-0113,spike,33.1,2026-05-27
SIG-00488,PROD-02571,STORE-0364,seasonal,67.0,2026-06-05
SIG-00489,PROD-03547,STORE-0158,seasonal,9.4,2026-04-11
SIG-00490,PROD-04706,STORE-0032,spike,30.7,2026-04-28
SIG-00491,PROD-03089,STORE-0284,spike,3.5,2026-03-04
SIG-00492,PROD-00454,STORE-0075,decline,44.4,2026-01-06
SIG-00493,PROD-03867,STORE-0408,decline,-3.1,2026-07-16
SIG-00494,PROD-00641,STORE-0147,decline,61.8,2026-03-17
SIG-00495,PROD-00699,STORE-0067,spike,32.1,2026-07-08
SIG-00496,PROD-02771,STORE-0346,decline,10.5,2026-05-09
SIG-00497,PROD-02534,STORE-0370,spike,33.7,2026-01-09
SIG-00498,PROD-01312,STORE-0388,decline,-36.7,2026-04-16
SIG-00499,PROD-04851,STORE-0211,spike,77.9,2026-06-05
SIG-00500,PROD-04215,STORE-0349,decline,55.3,2026-03-12
SIG-00501,PROD-04067,STORE-0099,spike,4.7,2026-03-01
SIG-00502,PROD-02672,STORE-0446,decline,-20.8,2026-07-28
SIG-00503,PROD-04995,STORE-0119,spike,27.9,2026-01-12
SIG-00504,PROD-00521,STORE-0303,seasonal,45.0,2026-02-17
SIG-00505,PROD-03239,STORE-0172,decline,42.3,2026-06-05
SIG-00506,PROD-04373,STORE-0225,spike,-32.1,2026-03-01
SIG-00507,PROD-02307,STORE-0230,seasonal,-17.0,2026-06-07
SIG-00508,PROD-04897,STORE-0476,seasonal,-30.3,2026-01-15
SIG-00509,PROD-04341,STORE-0331,spike,15.9,2026-03-08
SIG-00510,PROD-04669,STORE-0170,spike,23.9,2026-08-22
SIG-00511,PROD-00126,STORE-0344,spike,-30.3,2026-04-08
SIG-00512,PROD-04016,STORE-0475,spike,59.2,2026-02-20
SIG-00513,PROD-04016,STORE-0125,decline,66.8,2026-07-03
SIG-00514,PROD-03079,STORE-0464,spike,-25.8,2026-06-09
SIG-00515,PROD-02546,STORE-0121,seasonal,75.8,2026-02-21
SIG-00516,PROD-01342,STORE-0321,spike,70.7,2026-02-11
SIG-00517,PROD-01174,STORE-0270,seasonal,32.3,2026-08-26
SIG-00518,PROD-03736,STORE-0336,spike,-27.1,2026-07-25
SIG-00519,PROD-04263,STORE-0271,decline,-11.5,2026-06-01
SIG-00520,PROD-03629,STORE-0265,seasonal,75.4,2026-04-19
SIG-00521,PROD-02568,STORE-0458,seasonal,-30.6,2026-01-02
SIG-00522,PROD-03753,STORE-0374,decline,-8.0,2026-07-22
SIG-00523,PROD-02289,STORE-0033,spike,79.5,2026-04-09
SIG-00524,PROD-03828,STORE-0479,spike,70.8,2026-04-28
SIG-00525,PROD-04365,STORE-0476,decline,-38.4,2026-06-07
SIG-00526,PROD-04788,STORE-0065,seasonal,7.1,2026-07-17
SIG-00527,PROD-04847,STORE-0343,spike,-18.1,2026-08-24
SIG-00528,PROD-03878,STORE-0267,spike,41.9,2026-08-05
SIG-00529,PROD-01072,STORE-0321,seasonal,47.7,2026-03-04
SIG-00530,PROD-03799,STORE-0001,spike,18.3,2026-01-10
SIG-00531,PROD-03817,STORE-0114,decline,-34.1,2026-02-05
SIG-00532,PROD-00359,STORE-0438,spike,-39.0,2026-01-18
SIG-00533,PROD-01170,STORE-0424,decline,-29.5,2026-04-18
SIG-00534,PROD-01426,STORE-0208,seasonal,57.6,2026-02-13
SIG-00535,PROD-00231,STORE-0311,spike,26.8,2026-05-05
SIG-00536,PROD-01741,STORE-0300,spike,23.2,2026-03-17
SIG-00537,PROD-04866,STORE-0274,decline,78.0,2026-07-02
SIG-00538,PROD-03256,STORE-0004,seasonal,56.9,2026-07-16
SIG-00539,PROD-00818,STORE-0194,seasonal,71.6,2026-02-22
SIG-00540,PROD-00875,STORE-0077,seasonal,-27.0,2026-08-26
SIG-00541,PROD-01325,STORE-0424,decline,79.0,2026-07-16
SIG-00542,PROD-00878,STORE-0394,seasonal,41.7,2026-04-15
SIG-00543,PROD-04496,STORE-0344,seasonal,-28.0,2026-06-23
SIG-00544,PROD-01619,STORE-0003,decline,-24.4,2026-05-14
SIG-00545,PROD-03962,STORE-0257,seasonal,23.4,2026-03-17
SIG-00546,PROD-02086,STORE-0366,decline,21.4,2026-04-01
SIG-00547,PROD-03276,STORE-0461,seasonal,60.1,2026-06-14
SIG-00548,PROD-04740,STORE-0095,spike,61.4,2026-05-02
SIG-00549,PROD-01578,STORE-0044,seasonal,17.1,2026-08-24
SIG-00550,PROD-00541,STORE-0021,seasonal,1.7,2026-01-25
SIG-00551,PROD-03461,STORE-0175,spike,34.0,2026-01-27
SIG-00552,PROD-01087,STORE-0314,seasonal,-10.8,2026-04-11
SIG-00553,PROD-02148,STORE-0369,spike,15.5,2026-08-02
SIG-00554,PROD-00683,STORE-0391,seasonal,-36.8,2026-05-24
SIG-00555,PROD-00992,STORE-0441,seasonal,0.4,2026-03-20
SIG-00556,PROD-02344,STORE-0288,decline,65.7,2026-03-19
SIG-00557,PROD-00009,STORE-0278,decline,32.7,2026-01-02
SIG-00558,PROD-02763,STORE-0035,seasonal,61.7,2026-07-24
SIG-00559,PROD-00008,STORE-0152,seasonal,32.9,2026-07-23
SIG-00560,PROD-00584,STORE-0258,decline,54.7,2026-02-03
SIG-00561,PROD-00578,STORE-0138,spike,-18.4,2026-02-20
SIG-00562,PROD-03352,STORE-0253,spike,23.3,2026-06-16
SIG-00563,PROD-02638,STORE-0315,decline,44.8,2026-05-06
SIG-00564,PROD-00665,STORE-0317,seasonal,53.3,2026-05-07
SIG-00565,PROD-03015,STORE-0248,spike,17.4,2026-05-18
SIG-00566,PROD-03621,STORE-0113,spike,75.9,2026-02-24
SIG-00567,PROD-02267,STORE-0022,spike,43.6,2026-01-04
SIG-00568,PROD-04528,STORE-0172,seasonal,52.0,2026-05-14
SIG-00569,PROD-03882,STORE-0213,decline,72.0,2026-07-24
SIG-00570,PROD-01399,STORE-0271,seasonal,-30.9,2026-07-13
SIG-00571,PROD-03616,STORE-0486,seasonal,-5.5,2026-04-19
SIG-00572,PROD-00099,STORE-0081,decline,13.7,2026-05-10
SIG-00573,PROD-01345,STORE-0279,spike,-1.0,2026-07-09
SIG-00574,PROD-03122,STORE-0063,seasonal,-24.2,2026-05-05
SIG-00575,PROD-00138,STORE-0311,spike,30.7,2026-08-07
SIG-00576,PROD-01161,STORE-0036,seasonal,27.9,2026-05-25
SIG-00577,PROD-02948,STORE-0130,spike,-19.5,2026-07-14
SIG-00578,PROD-02050,STORE-0242,spike,57.6,2026-07-18
SIG-00579,PROD-01650,STORE-0218,seasonal,-29.7,2026-01-16
SIG-00580,PROD-02634,STORE-0336,spike,-35.7,2026-07-04
SIG-00581,PROD-02802,STORE-0187,spike,54.1,2026-07-16
SIG-00582,PROD-02987,STORE-0301,seasonal,2.3,2026-08-14
SIG-00583,PROD-01707,STORE-0370,spike,70.1,2026-04-27
SIG-00584,PROD-02552,STORE-0207,seasonal,79.2,2026-06-06
SIG-00585,PROD-01402,STORE-0424,seasonal,52.7,2026-01-17
SIG-00586,PROD-02625,STORE-0115,decline,9.2,2026-07-19
SIG-00587,PROD-04660,STORE-0440,spike,-14.0,2026-06-27
SIG-00588,PROD-03583,STORE-0330,decline,40.6,2026-03-28
SIG-00589,PROD-01870,STORE-0127,seasonal,31.5,2026-05-19
SIG-00590,PROD-03008,STORE-0172,spike,44.3,2026-01-02
SIG-00591,PROD-00990,STORE-0039,decline,30.1,2026-07-04
SIG-00592,PROD-02289,STORE-0450,decline,-1.8,2026-01-27
SIG-00593,PROD-03690,STORE-0186,seasonal,76.6,2026-03-21
SIG-00594,PROD-04652,STORE-0004,spike,-38.0,2026-08-25
SIG-00595,PROD-04605,STORE-0319,seasonal,14.4,2026-07-23
SIG-00596,PROD-03886,STORE-0096,spike,-12.3,2026-04-20
SIG-00597,PROD-01844,STORE-0265,decline,78.3,2026-04-26
SIG-00598,PROD-02898,STORE-0087,spike,39.4,2026-08-26
SIG-00599,PROD-02373,STORE-0257,spike,40.2,2026-02-17
SIG-00600,PROD-01098,STORE-0453,spike,35.6,2026-08-03
SIG-00601,PROD-03758,STORE-0023,decline,-15.9,2026-01-28
SIG-00602,PROD-04438,STORE-0475,spike,13.3,2026-04-16
SIG-00603,PROD-00896,STORE-0298,decline,-23.7,2026-02-19
SIG-00604,PROD-03158,STORE-0265,spike,-26.8,2026-01-17
SIG-00605,PROD-04381,STORE-0367,spike,52.3,2026-04-06
SIG-00606,PROD-01677,STORE-0315,seasonal,53.9,2026-02-19
SIG-00607,PROD-00526,STORE-0211,spike,19.1,2026-04-09
SIG-00608,PROD-00830,STORE-0021,seasonal,64.7,2026-01-07
SIG-00609,PROD-01686,STORE-0222,decline,67.4,2026-04-20
SIG-00610,PROD-04508,STORE-0046,decline,51.8,2026-07-15
SIG-00611,PROD-03629,STORE-0388,seasonal,54.6,2026-05-23
SIG-00612,PROD-00721,STORE-0112,spike,38.6,2026-04-11
SIG-00613,PROD-04211,STORE-0396,decline,66.1,2026-05-20
SIG-00614,PROD-01220,STORE-0181,decline,74.5,2026-06-20
SIG-00615,PROD-00203,STORE-0169,spike,-27.4,2026-03-20
SIG-00616,PROD-03673,STORE-0014,seasonal,42.5,2026-02-07
SIG-00617,PROD-04435,STORE-0190,decline,39.5,2026-05-21
SIG-00618,PROD-04915,STORE-0409,decline,58.6,2026-06-18
SIG-00619,PROD-03746,STORE-0064,decline,-36.5,2026-06-02
SIG-00620,PROD-00413,STORE-0344,seasonal,38.6,2026-04-16
SIG-00621,PROD-01430,STORE-0238,decline,26.1,2026-01-26
SIG-00622,PROD-02505,STORE-0108,seasonal,45.7,2026-06-04
SIG-00623,PROD-02200,STORE-0358,decline,-14.1,2026-02-12
SIG-00624,PROD-04896,STORE-0357,decline,-27.7,2026-06-13
SIG-00625,PROD-00812,STORE-0058,spike,-35.9,2026-04-16
SIG-00626,PROD-01699,STORE-0077,decline,-25.1,2026-06-05
SIG-00627,PROD-02678,STORE-0271,decline,8.1,2026-01-05
SIG-00628,PROD-00158,STORE-0187,seasonal,-11.2,2026-08-21
SIG-00629,PROD-00540,STORE-0211,seasonal,-29.1,2026-01-27
SIG-00630,PROD-01562,STORE-0225,spike,60.9,2026-01-12
SIG-00631,PROD-01101,STORE-0483,spike,-2.3,2026-07-25
SIG-00632,PROD-01534,STORE-0138,seasonal,74.1,2026-02-14
SIG-00633,PROD-01408,STORE-0332,spike,28.9,2026-01-16
SIG-00634,PROD-01792,STORE-0050,decline,24.1,2026-04-18
SIG-00635,PROD-01980,STORE-0127,seasonal,29.2,2026-07-15
SIG-00636,PROD-03914,STORE-0090,decline,-27.4,2026-08-17
SIG-00637,PROD-04462,STORE-0376,decline,-34.3,2026-01-07
SIG-00638,PROD-03832,STORE-0170,seasonal,47.6,2026-05-28
SIG-00639,PROD-04354,STORE-0356,decline,-24.5,2026-06-20
SIG-00640,PROD-00261,STORE-0156,decline,-19.0,2026-07-03
SIG-00641,PROD-02064,STORE-0177,decline,30.8,2026-07-03
SIG-00642,PROD-00160,STORE-0085,decline,50.8,2026-01-21
SIG-00643,PROD-04031,STORE-0409,decline,9.3,2026-06-25
SIG-00644,PROD-02707,STORE-0026,seasonal,-9.5,2026-07-01
SIG-00645,PROD-02145,STORE-0111,decline,10.2,2026-05-11
SIG-00646,PROD-04924,STORE-0086,seasonal,-18.4,2026-04-19
SIG-00647,PROD-01077,STORE-0022,decline,45.1,2026-04-16
SIG-00648,PROD-00886,STORE-0465,seasonal,0.1,2026-02-08
SIG-00649,PROD-03302,STORE-0107,spike,0.3,2026-04-17
SIG-00650,PROD-04607,STORE-0458,seasonal,-28.7,2026-05-12
SIG-00651,PROD-00613,STORE-0276,decline,58.5,2026-01-21
SIG-00652,PROD-00365,STORE-0198,decline,-2.8,2026-05-19
SIG-00653,PROD-00352,STORE-0025,spike,-25.6,2026-08-25
SIG-00654,PROD-04806,STORE-0385,spike,60.9,2026-07-28
SIG-00655,PROD-03728,STORE-0227,decline,37.8,2026-08-22
SIG-00656,PROD-04158,STORE-0323,seasonal,55.4,2026-04-06
SIG-00657,PROD-03718,STORE-0045,seasonal,60.6,2026-07-25
SIG-00658,PROD-00819,STORE-0294,decline,-18.9,2026-06-08
SIG-00659,PROD-01875,STORE-0356,decline,-9.2,2026-06-28
SIG-00660,PROD-01788,STORE-0259,decline,30.1,2026-04-07
SIG-00661,PROD-04441,STORE-0170,spike,-12.5,2026-01-25
SIG-00662,PROD-03400,STORE-0384,decline,-25.7,2026-06-24
SIG-00663,PROD-00033,STORE-0226,spike,-11.5,2026-02-13
SIG-00664,PROD-01940,STORE-0349,spike,56.4,2026-05-09
SIG-00665,PROD-02049,STORE-0314,decline,5.9,2026-04-05
SIG-00666,PROD-01372,STORE-0445,seasonal,-28.3,2026-03-19
SIG-00667,PROD-00503,STORE-0052,seasonal,-26.8,2026-03-04
SIG-00668,PROD-01622,STORE-0081,spike,-0.1,2026-05-06
SIG-00669,PROD-03136,STORE-0017,spike,22.6,2026-07-15
SIG-00670,PROD-02790,STORE-0222,seasonal,-35.1,2026-03-17
SIG-00671,PROD-03755,STORE-0213,spike,-31.1,2026-05-18
SIG-00672,PROD-00920,STORE-0262,decline,-32.3,2026-02-02
SIG-00673,PROD-03690,STORE-0231,spike,0.6,2026-04-22
SIG-00674,PROD-02458,STORE-0386,seasonal,-12.1,2026-02-05
SIG-00675,PROD-01170,STORE-0316,seasonal,15.3,2026-05-20
SIG-00676,PROD-03098,STORE-0316,spike,-27.6,2026-02-26
SIG-00677,PROD-01773,STORE-0187,seasonal,-29.7,2026-08-04
SIG-00678,PROD-04392,STORE-0192,seasonal,-23.0,2026-01-09
SIG-00679,PROD-02673,STORE-0248,seasonal,-38.5,2026-04-15
SIG-00680,PROD-00565,STORE-0175,spike,14.6,2026-04-27
SIG-00681,PROD-03525,STORE-0438,spike,8.7,2026-05-05
SIG-00682,PROD-00670,STORE-0316,spike,77.1,2026-03-14
SIG-00683,PROD-04046,STORE-0290,decline,-27.9,2026-03-18
SIG-00684,PROD-03147,STORE-0315,seasonal,73.0,2026-03-25
SIG-00685,PROD-04220,STORE-0435,decline,43.2,2026-07-14
SIG-00686,PROD-02709,STORE-0366,spike,-20.6,2026-01-12
SIG-00687,PROD-00234,STORE-0348,spike,-34.2,2026-07-04
SIG-00688,PROD-01025,STORE-0391,seasonal,8.4,2026-01-22
SIG-00689,PROD-01540,STORE-0348,decline,-38.6,2026-02-12
SIG-00690,PROD-00328,STORE-0204,decline,-20.1,2026-01-07
SIG-00691,PROD-03979,STORE-0351,decline,72.5,2026-08-17
SIG-00692,PROD-03367,STORE-0358,decline,21.2,2026-06-25
SIG-00693,PROD-00402,STORE-0193,spike,15.6,2026-07-07
SIG-00694,PROD-03083,STORE-0375,decline,21.5,2026-01-13
SIG-00695,PROD-01763,STORE-0067,spike,1.9,2026-06-25
SIG-00696,PROD-03094,STORE-0349,seasonal,1.3,2026-02-20
SIG-00697,PROD-02681,STORE-0482,decline,-4.8,2026-02-15
SIG-00698,PROD-01794,STORE-0003,seasonal,48.4,2026-06-24
SIG-00699,PROD-01174,STORE-0279,decline,-17.8,2026-08-01
SIG-00700,PROD-03610,STORE-0392,decline,66.7,2026-03-09
SIG-00701,PROD-01095,STORE-0163,decline,47.6,2026-02-23
SIG-00702,PROD-02342,STORE-0013,seasonal,-24.2,2026-02-18
SIG-00703,PROD-02472,STORE-0248,spike,-26.8,2026-02-07
SIG-00704,PROD-01193,STORE-0051,spike,-18.9,2026-04-26
SIG-00705,PROD-02015,STORE-0317,seasonal,59.3,2026-03-15
SIG-00706,PROD-03460,STORE-0455,decline,-1.9,2026-05-22
SIG-00707,PROD-03243,STORE-0077,seasonal,35.4,2026-05-15
SIG-00708,PROD-02014,STORE-0424,seasonal,38.9,2026-04-16
SIG-00709,PROD-03393,STORE-0055,decline,-15.8,2026-04-02
SIG-00710,PROD-00750,STORE-0004,seasonal,-16.4,2026-03-19
SIG-00711,PROD-02786,STORE-0067,spike,-17.9,2026-06-26
SIG-00712,PROD-00792,STORE-0397,spike,-2.8,2026-07-05
SIG-00713,PROD-03822,STORE-0163,decline,61.6,2026-02-05
SIG-00714,PROD-02865,STORE-0124,decline,45.5,2026-02-06
SIG-00715,PROD-04599,STORE-0467,spike,27.9,2026-07-11
SIG-00716,PROD-01349,STORE-0308,seasonal,-6.6,2026-06-28
SIG-00717,PROD-03243,STORE-0087,decline,43.9,2026-06-24
SIG-00718,PROD-04010,STORE-0305,seasonal,41.2,2026-02-13
SIG-00719,PROD-01062,STORE-0035,seasonal,59.4,2026-06-20
SIG-00720,PROD-02611,STORE-0132,spike,42.2,2026-02-27
SIG-00721,PROD-03689,STORE-0490,spike,-12.0,2026-06-12
SIG-00722,PROD-01108,STORE-0019,seasonal,66.6,2026-08-04
SIG-00723,PROD-04869,STORE-0432,seasonal,-15.3,2026-06-19
SIG-00724,PROD-02496,STORE-0072,seasonal,39.6,2026-06-24
SIG-00725,PROD-04519,STORE-0113,seasonal,8.8,2026-08-27
SIG-00726,PROD-03703,STORE-0349,decline,-3.4,2026-08-13
SIG-00727,PROD-02303,STORE-0232,seasonal,8.1,2026-07-05
SIG-00728,PROD-01183,STORE-0021,seasonal,-28.2,2026-06-05
SIG-00729,PROD-03065,STORE-0273,decline,7.0,2026-03-16
SIG-00730,PROD-03360,STORE-0321,decline,-26.4,2026-08-24
SIG-00731,PROD-03062,STORE-0319,spike,26.3,2026-05-26
SIG-00732,PROD-03376,STORE-0488,decline,-39.0,2026-07-04
SIG-00733,PROD-02177,STORE-0073,decline,-3.8,2026-01-06
SIG-00734,PROD-00120,STORE-0350,spike,33.4,2026-02-12
SIG-00735,PROD-04371,STORE-0263,decline,31.0,2026-05-23
SIG-00736,PROD-02526,STORE-0417,seasonal,38.5,2026-07-25
SIG-00737,PROD-01781,STORE-0027,spike,-37.1,2026-07-22
SIG-00738,PROD-04640,STORE-0366,decline,58.6,2026-08-10
SIG-00739,PROD-00148,STORE-0205,seasonal,48.3,2026-08-18
SIG-00740,PROD-01105,STORE-0434,spike,52.0,2026-04-20
SIG-00741,PROD-00078,STORE-0406,spike,-4.6,2026-06-02
SIG-00742,PROD-01774,STORE-0430,seasonal,10.5,2026-05-22
SIG-00743,PROD-03797,STORE-0352,spike,34.2,2026-07-06
SIG-00744,PROD-00392,STORE-0027,decline,19.1,2026-07-04
SIG-00745,PROD-01218,STORE-0323,decline,-2.9,2026-01-03
SIG-00746,PROD-04128,STORE-0296,spike,69.0,2026-06-28
SIG-00747,PROD-00412,STORE-0480,seasonal,73.6,2026-04-28
SIG-00748,PROD-04886,STORE-0321,decline,56.5,2026-04-01
SIG-00749,PROD-01382,STORE-0377,seasonal,29.7,2026-08-08
SIG-00750,PROD-04216,STORE-0193,decline,47.9,2026-01-18
SIG-00751,PROD-03912,STORE-0203,spike,-28.0,2026-01-02
SIG-00752,PROD-03115,STORE-0065,decline,-21.7,2026-05-05
SIG-00753,PROD-01503,STORE-0357,decline,62.8,2026-04-15
SIG-00754,PROD-03635,STORE-0382,seasonal,31.6,2026-05-01
SIG-00755,PROD-04538,STORE-0350,seasonal,11.7,2026-03-12
SIG-00756,PROD-02747,STORE-0036,decline,-3.7,2026-02-01
SIG-00757,PROD-02344,STORE-0080,decline,27.9,2026-07-19
SIG-00758,PROD-03543,STORE-0223,spike,64.9,2026-04-23
SIG-00759,PROD-04783,STORE-0091,spike,-24.7,2026-05-08
SIG-00760,PROD-04539,STORE-0210,spike,71.1,2026-04-11
SIG-00761,PROD-04704,STORE-0343,spike,-37.1,2026-05-05
SIG-00762,PROD-04054,STORE-0488,decline,66.4,2026-02-17
SIG-00763,PROD-00275,STORE-0212,decline,37.6,2026-05-06
SIG-00764,PROD-01244,STORE-0320,decline,72.7,2026-05-25
SIG-00765,PROD-04381,STORE-0034,seasonal,18.1,2026-02-23
SIG-00766,PROD-03529,STORE-0129,spike,44.7,2026-03-05
SIG-00767,PROD-02014,STORE-0028,seasonal,35.3,2026-06-26
SIG-00768,PROD-02849,STORE-0255,seasonal,50.5,2026-03-07
SIG-00769,PROD-00741,STORE-0174,seasonal,38.8,2026-01-17
SIG-00770,PROD-00867,STORE-0282,seasonal,39.3,2026-04-20
SIG-00771,PROD-00479,STORE-0072,decline,-35.8,2026-07-16
SIG-00772,PROD-02857,STORE-0439,spike,56.4,2026-02-27
SIG-00773,PROD-04632,STORE-0165,decline,-12.9,2026-08-15
SIG-00774,PROD-00435,STORE-0185,spike,-37.7,2026-03-24
