account_id,customer_id,account_type,opened_at
ACC-00566,CUST-02355,savings,2024-04-15
ACC-00567,CUST-00076,savings,2024-07-18
ACC-00568,CUST-00689,savings,2024-11-17
ACC-00569,CUST-01630,savings,2024-04-23
ACC-00570,CUST-04790,credit_card,2024-03-05
ACC-00571,CUST-01636,savings,2024-10-14
ACC-00572,CUST-02416,savings,2024-07-26
ACC-00573,CUST-02093,credit_card,2024-12-11
ACC-00574,CUST-04135,checking,2024-10-21
ACC-00575,CUST-04298,savings,2024-07-16
ACC-00576,CUST-03509,checking,2024-05-25
ACC-00577,CUST-02470,checking,2024-03-03
ACC-00578,CUST-03289,savings,2024-08-06
ACC-00579,CUST-04669,credit_card,2024-03-19
ACC-00580,CUST-03461,savings,2024-09-08
ACC-00581,CUST-02204,checking,2024-01-07
ACC-00582,CUST-01140,credit_card,2024-03-01
ACC-00583,CUST-01618,savings,2024-04-10
ACC-00584,CUST-02824,credit_card,2024-11-10
ACC-00585,CUST-01388,credit_card,2024-08-01
ACC-00586,CUST-02369,credit_card,2024-11-16
ACC-00587,CUST-02276,savings,2024-05-14
ACC-00588,CUST-00131,checking,2024-03-24
ACC-00589,CUST-04073,credit_card,2024-03-24
ACC-00590,CUST-02954,checking,2024-03-02
ACC-00591,CUST-00047,checking,2024-06-03
ACC-00592,CUST-01825,savings,2024-10-03
ACC-00593,CUST-04599,credit_card,2024-07-13
ACC-00594,CUST-01171,credit_card,2024-12-07
ACC-00595,CUST-01406,credit_card,2024-12-23
ACC-00596,CUST-01785,credit_card,2024-10-19
ACC-00597,CUST-04133,credit_card,2024-07-13
ACC-00598,CUST-03777,credit_card,2024-12-15
ACC-00599,CUST-02402,checking,2024-07-26
ACC-00600,CUST-04379,checking,2024-06-13
ACC-00601,CUST-02782,credit_card,2024-12-08
ACC-00602,CUST-02428,checking,2024-11-26
ACC-00603,CUST-01800,credit_card,2024-07-08
ACC-00604,CUST-00372,credit_card,2024-09-25
ACC-00605,CUST-04819,savings,2024-01-09
ACC-00606,CUST-04141,credit_card,2024-03-18
ACC-00607,CUST-02777,savings,2024-08-19
ACC-00608,CUST-02263,credit_card,2024-09-16
ACC-00609,CUST-01580,savings,2024-10-24
ACC-00610,CUST-04502,credit_card,2024-06-14
ACC-00611,CUST-02631,checking,2024-08-25
ACC-00612,CUST-01161,credit_card,2024-07-22
ACC-00613,CUST-02911,credit_card,2024-12-26
ACC-00614,CUST-03664,checking,2024-11-09
ACC-00615,CUST-02178,savings,2024-06-19
ACC-00616,CUST-00079,savings,2024-09-22
ACC-00617,CUST-02841,credit_card,2024-07-12
ACC-00618,CUST-04619,checking,2024-07-05
ACC-00619,CUST-03646,credit_card,2024-11-19
ACC-00620,CUST-02753,credit_card,2024-03-27
ACC-00621,CUST-03478,savings,2024-07-17
ACC-00622,CUST-01451,savings,2024-07-16
ACC-00623,CUST-02436,savings,2024-02-15
ACC-00624,CUST-04641,savings,2024-09-25
ACC-00625,CUST-02476,savings,2024-06-10
ACC-00626,CUST-00475,savings,2024-05-15
ACC-00627,CUST-01083,savings,2024-01-10
ACC-00628,CUST-03851,credit_card,2024-05-05
ACC-00629,CUST-03049,checking,2024-02-08
ACC-00630,CUST-00691,checking,2024-08-19
ACC-00631,CUST-04356,credit_card,2024-01-07
ACC-00632,CUST-03896,checking,2024-04-12
ACC-00633,CUST-04298,credit_card,2024-08-25
ACC-00634,CUST-00888,credit_card,2024-12-01
ACC-00635,CUST-01636,checking,2024-05-17
ACC-00636,CUST-04062,savings,2024-12-25
ACC-00637,CUST-04578,savings,2024-08-09
ACC-00638,CUST-02649,savings,2024-07-13
ACC-00639,CUST-02528,credit_card,2024-07-04
ACC-00640,CUST-02323,credit_card,2024-12-06
ACC-00641,CUST-04141,credit_card,2024-07-10
ACC-00642,CUST-01195,savings,2024-04-09
ACC-00643,CUST-02769,checking,2024-11-15
ACC-00644,CUST-03894,credit_card,2024-12-23
ACC-00645,CUST-01619,savings,2024-04-13
ACC-00646,CUST-04377,credit_card,2024-06-15
ACC-00647,CUST-04711,savings,2024-05-17
ACC-00648,CUST-04224,credit_card,2024-08-05
ACC-00649,CUST-00318,checking,2024-09-12
ACC-00650,CUST-02173,checking,2024-09-13
ACC-00651,CUST-04217,credit_card,2024-10-28
ACC-00652,CUST-03231,checking,2024-01-22
ACC-00653,CUST-00466,savings,2024-10-24
ACC-00654,CUST-03093,checking,2024-10-17
ACC-00655,CUST-03092,savings,2024-11-28
ACC-00656,CUST-02758,credit_card,2024-11-05
ACC-00657,CUST-02141,savings,2024-02-07
ACC-00658,CUST-01913,checking,2024-05-28
ACC-00659,CUST-01581,checking,2024-05-23
ACC-00660,CUST-01357,credit_card,2024-01-26
ACC-00661,CUST-01488,savings,2024-10-13
ACC-00662,CUST-04251,credit_card,2024-06-11
ACC-00663,CUST-02759,savings,2024-11-08
ACC-00664,CUST-02118,savings,2024-01-27
ACC-00665,CUST-02724,checking,2024-06-19
ACC-00666,CUST-01855,credit_card,2024-07-21
ACC-00667,CUST-01693,savings,2024-03-01
ACC-00668,CUST-04275,checking,2024-05-23
ACC-00669,CUST-02500,savings,2024-05-11
ACC-00670,CUST-02505,credit_card,2024-10-01
ACC-00671,CUST-01011,checking,2024-04-26
ACC-00672,CUST-00317,credit_card,2024-08-28
ACC-00673,CUST-01379,checking,2024-10-09
ACC-00674,CUST-01774,checking,2024-07-01
ACC-00675,CUST-02486,checking,2024-05-17
ACC-00676,CUST-01835,credit_card,2024-05-26
ACC-00677,CUST-01812,credit_card,2024-06-07
ACC-00678,CUST-00626,credit_card,2024-06-21
ACC-00679,CUST-02119,credit_card,2024-12-15
ACC-00680,CUST-02386,savings,2024-01-12
ACC-00681,CUST-03695,credit_card,2024-08-22
ACC-00682,CUST-00264,savings,2024-02-21
ACC-00683,CUST-02250,checking,2024-08-08
ACC-00684,CUST-02977,checking,2024-03-06
ACC-00685,CUST-00915,credit_card,2024-02-19
ACC-00686,CUST-01536,checking,2024-05-01
ACC-00687,CUST-00500,checking,2024-02-14
ACC-00688,CUST-02255,savings,2024-01-17
ACC-00689,CUST-03026,checking,2024-03-09
ACC-00690,CUST-03355,savings,2024-09-28
ACC-00691,CUST-00363,savings,2024-01-28
ACC-00692,CUST-03169,credit_card,2024-04-12
ACC-00693,CUST-00442,checking,2024-02-02
ACC-00694,CUST-01398,savings,2024-05-14
ACC-00695,CUST-00715,credit_card,2024-03-14
ACC-00696,CUST-00582,credit_card,2024-09-20
ACC-00697,CUST-02487,savings,2024-06-04
ACC-00698,CUST-00394,checking,2024-08-25
ACC-00699,CUST-01240,credit_card,2024-01-11
ACC-00700,CUST-01855,savings,2024-09-14
ACC-00701,CUST-02939,checking,2024-02-24
ACC-00702,CUST-04464,checking,2024-04-12
ACC-00703,CUST-03770,checking,2024-12-11
ACC-00704,CUST-00567,credit_card,2024-06-23
ACC-00705,CUST-02096,checking,2024-09-17
ACC-00706,CUST-04579,checking,2024-07-04
ACC-00707,CUST-04698,checking,2024-09-07
ACC-00708,CUST-00036,savings,2024-06-12
ACC-00709,CUST-00863,credit_card,2024-11-12
ACC-00710,CUST-03452,checking,2024-12-09
ACC-00711,CUST-04221,savings,2024-04-28
ACC-00712,CUST-00309,checking,2024-04-19
ACC-00713,CUST-02957,savings,2024-12-08
ACC-00714,CUST-01838,checking,2024-08-22
ACC-00715,CUST-00693,savings,2024-10-23
ACC-00716,CUST-00361,credit_card,2024-10-18
ACC-00717,CUST-00160,checking,2024-02-02
ACC-00718,CUST-01797,savings,2024-02-25
ACC-00719,CUST-02523,savings,2024-02-18
ACC-00720,CUST-03278,checking,2024-10-19
ACC-00721,CUST-04445,credit_card,2024-10-16
ACC-00722,CUST-01184,savings,2024-12-06
ACC-00723,CUST-01187,credit_card,2024-03-05
ACC-00724,CUST-01808,checking,2024-11-07
ACC-00725,CUST-01865,savings,2024-02-14
ACC-00726,CUST-04480,credit_card,2024-09-12
ACC-00727,CUST-02849,savings,2024-11-25
ACC-00728,CUST-03576,checking,2024-08-06
ACC-00729,CUST-02774,savings,2024-12-24
ACC-00730,CUST-01954,checking,2024-06-27
ACC-00731,CUST-03151,checking,2024-09-22
ACC-00732,CUST-03474,savings,2024-01-09
ACC-00733,CUST-04618,savings,2024-03-08
ACC-00734,CUST-04395,savings,2024-11-03
ACC-00735,CUST-02572,credit_card,2024-05-26
ACC-00736,CUST-01291,checking,2024-09-26
ACC-00737,CUST-03253,checking,2024-03-26
ACC-00738,CUST-02222,credit_card,2024-09-23
ACC-00739,CUST-02200,credit_card,2024-02-09
ACC-00740,CUST-02645,credit_card,2024-07-19
ACC-00741,CUST-03330,checking,2024-02-24
ACC-00742,CUST-01401,credit_card,2024-04-12
ACC-00743,CUST-03020,checking,2024-08-15
ACC-00744,CUST-02232,credit_card,2024-12-18
ACC-00745,CUST-02164,credit_card,2024-03-18
ACC-00746,CUST-04905,credit_card,2024-03-16
ACC-00747,CUST-02287,savings,2024-02-01
ACC-00748,CUST-03577,credit_card,2024-10-20
ACC-00749,CUST-02020,savings,2024-05-15
ACC-00750,CUST-00059,credit_card,2024-12-11
ACC-00751,CUST-01903,checking,2024-06-08
ACC-00752,CUST-00869,savings,2024-08-12
ACC-00753,CUST-02423,savings,2024-11-05
ACC-00754,CUST-00208,credit_card,2024-02-22
ACC-00755,CUST-02789,credit_card,2024-03-12
ACC-00756,CUST-01462,credit_card,2024-03-16
ACC-00757,CUST-04294,credit_card,2024-01-12
ACC-00758,CUST-00903,checking,2024-07-21
ACC-00759,CUST-00622,checking,2024-04-27
ACC-00760,CUST-03302,savings,2024-01-25
ACC-00761,CUST-04486,credit_card,2024-07-04
ACC-00762,CUST-00976,checking,2024-09-28
ACC-00763,CUST-03283,checking,2024-06-16
ACC-00764,CUST-03439,savings,2024-05-14
ACC-00765,CUST-03226,credit_card,2024-06-01
ACC-00766,CUST-00964,checking,2024-03-09
ACC-00767,CUST-04880,credit_card,2024-05-10
ACC-00768,CUST-04723,checking,2024-08-04
ACC-00769,CUST-04360,credit_card,2024-09-20
ACC-00770,CUST-04507,checking,2024-03-13
ACC-00771,CUST-02928,savings,2024-07-04
ACC-00772,CUST-01893,credit_card,2024-10-11
ACC-00773,CUST-03478,checking,2024-01-17
ACC-00774,CUST-01436,savings,2024-08-10
ACC-00775,CUST-02303,credit_card,2024-12-13
ACC-00776,CUST-04918,savings,2024-06-07
ACC-00777,CUST-00894,checking,2024-09-11
ACC-00778,CUST-04411,savings,2024-08-23
ACC-00779,CUST-04011,savings,2024-07-07
ACC-00780,CUST-02286,credit_card,2024-09-28
ACC-00781,CUST-01592,credit_card,2024-12-06
ACC-00782,CUST-01058,checking,2024-02-13
ACC-00783,CUST-03675,credit_card,2024-06-10
ACC-00784,CUST-00366,checking,2024-04-07
ACC-00785,CUST-04417,credit_card,2024-10-25
ACC-00786,CUST-02946,credit_card,2024-10-17
ACC-00787,CUST-04465,savings,2024-09-08
ACC-00788,CUST-01514,savings,2024-05-05
ACC-00789,CUST-01954,savings,2024-12-10
ACC-00790,CUST-04337,checking,2024-01-27
ACC-00791,CUST-00689,credit_card,2024-05-19
ACC-00792,CUST-04874,savings,2024-02-11
ACC-00793,CUST-04437,credit_card,2024-06-01
ACC-00794,CUST-00095,checking,2024-11-26
ACC-00795,CUST-02811,checking,2024-11-28
ACC-00796,CUST-01969,savings,2024-12-09
ACC-00797,CUST-02310,checking,2024-02-07
ACC-00798,CUST-03511,credit_card,2024-12-03
ACC-00799,CUST-04395,checking,2024-05-26
ACC-00800,CUST-02225,checking,2024-04-18
ACC-00801,CUST-01524,checking,2024-02-10
ACC-00802,CUST-01328,savings,2024-05-17
ACC-00803,CUST-00879,credit_card,2024-09-12
ACC-00804,CUST-04796,checking,2024-08-07
ACC-00805,CUST-02658,credit_card,2024-03-27
ACC-00806,CUST-00960,credit_card,2024-04-07
ACC-00807,CUST-00051,checking,2024-08-28
ACC-00808,CUST-04812,checking,2024-09-14
ACC-00809,CUST-02765,credit_card,2024-03-14
ACC-00810,CUST-00722,savings,2024-09-12
ACC-00811,CUST-04265,savings,2024-12-12
ACC-00812,CUST-01066,credit_card,2024-02-12
ACC-00813,CUST-03478,credit_card,2024-01-10
ACC-00814,CUST-04200,checking,2024-07-04
ACC-00815,CUST-03706,credit_card,2024-12-18
ACC-00816,CUST-02218,checking,2024-09-22
ACC-00817,CUST-00835,savings,2024-08-03
ACC-00818,CUST-01385,credit_card,2024-03-02
ACC-00819,CUST-04593,checking,2024-12-13
ACC-00820,CUST-03008,credit_card,2024-06-21
ACC-00821,CUST-03054,checking,2024-10-28
ACC-00822,CUST-00172,checking,2024-09-10
ACC-00823,CUST-02209,checking,2024-02-16
ACC-00824,CUST-00867,credit_card,2024-06-07
ACC-00825,CUST-01095,credit_card,2024-03-13
ACC-00826,CUST-03885,checking,2024-12-03
ACC-00827,CUST-04371,credit_card,2024-06-16
ACC-00828,CUST-00052,checking,2024-03-07
ACC-00829,CUST-00495,credit_card,2024-09-28
ACC-00830,CUST-04479,savings,2024-06-22
ACC-00831,CUST-02466,checking,2024-10-22
ACC-00832,CUST-03947,credit_card,2024-07-23
ACC-00833,CUST-04794,savings,2024-12-06
ACC-00834,CUST-01158,credit_card,2024-03-02
ACC-00835,CUST-03357,savings,2024-08-21
ACC-00836,CUST-03345,credit_card,2024-04-27
ACC-00837,CUST-00217,checking,2024-10-27
ACC-00838,CUST-00871,credit_card,2024-07-17
ACC-00839,CUST-04547,credit_card,2024-06-07
ACC-00840,CUST-01422,checking,2024-02-09
ACC-00841,CUST-01365,checking,2024-05-12
ACC-00842,CUST-00772,credit_card,2024-07-10
ACC-00843,CUST-02059,savings,2024-02-17
ACC-00844,CUST-04872,credit_card,2024-01-27
ACC-00845,CUST-00681,savings,2024-01-11
ACC-00846,CUST-03163,checking,2024-04-15
ACC-00847,CUST-00195,checking,2024-10-11
ACC-00848,CUST-00151,checking,2024-01-24
ACC-00849,CUST-00012,savings,2024-06-06
ACC-00850,CUST-02517,savings,2024-04-20
ACC-00851,CUST-01756,credit_card,2024-05-12
ACC-00852,CUST-04882,checking,2024-06-04
ACC-00853,CUST-00311,checking,2024-08-10
ACC-00854,CUST-01267,credit_card,2024-08-10
ACC-00855,CUST-00900,credit_card,2024-08-07
ACC-00856,CUST-01068,savings,2024-06-27
ACC-00857,CUST-02034,credit_card,2024-08-27
ACC-00858,CUST-00592,savings,2024-03-21
ACC-00859,CUST-03140,savings,2024-02-15
ACC-00860,CUST-02935,savings,2024-05-09
ACC-00861,CUST-02161,checking,2024-02-20
ACC-00862,CUST-01777,savings,2024-05-20
ACC-00863,CUST-03780,savings,2024-01-15
ACC-00864,CUST-01004,savings,2024-03-03
ACC-00865,CUST-02434,savings,2024-02-17
ACC-00866,CUST-01122,savings,2024-11-04
ACC-00867,CUST-02774,credit_card,2024-07-09
ACC-00868,CUST-04830,checking,2024-01-08
ACC-00869,CUST-04206,checking,2024-01-10
ACC-00870,CUST-04118,credit_card,2024-08-04
ACC-00871,CUST-03872,credit_card,2024-12-05
ACC-00872,CUST-04825,credit_card,2024-06-28
ACC-00873,CUST-04936,checking,2024-11-25
ACC-00874,CUST-03932,credit_card,2024-11-26
ACC-00875,CUST-00716,credit_card,2024-03-25
ACC-00876,CUST-02601,credit_card,2024-09-23
ACC-00877,CUST-02166,checking,2024-09-21
ACC-00878,CUST-03555,savings,2024-04-01
ACC-00879,CUST-04372,checking,2024-12-14
ACC-00880,CUST-00404,credit_card,2024-03-02
ACC-00881,CUST-00424,checking,2024-04-09
ACC-00882,CUST-03239,credit_card,2024-06-07
ACC-00883,CUST-03503,checking,2024-01-09
ACC-00884,CUST-00404,checking,2024-04-27
ACC-00885,CUST-02208,checking,2024-02-14
ACC-00886,CUST-04577,savings,2024-01-25
ACC-00887,CUST-00006,savings,2024-07-10
ACC-00888,CUST-00801,credit_card,2024-12-18
ACC-00889,CUST-02022,credit_card,2024-10-07
ACC-00890,CUST-02652,savings,2024-11-20
ACC-00891,CUST-01577,credit_card,2024-12-03
ACC-00892,CUST-03466,checking,2024-11-01
ACC-00893,CUST-00375,checking,2024-10-02
ACC-00894,CUST-03119,checking,2024-08-28
ACC-00895,CUST-00091,credit_card,2024-08-09
ACC-00896,CUST-04670,credit_card,2024-11-17
ACC-00897,CUST-04635,credit_card,2024-04-07
ACC-00898,CUST-02896,credit_card,2024-10-28
ACC-00899,CUST-01230,checking,2024-05-08
ACC-00900,CUST-03155,checking,2024-12-27
ACC-00901,CUST-02865,credit_card,2024-05-20
ACC-00902,CUST-00708,savings,2024-03-24
ACC-00903,CUST-03448,checking,2024-09-19
ACC-00904,CUST-03557,checking,2024-09-09
ACC-00905,CUST-00468,savings,2024-04-23
ACC-00906,CUST-01369,credit_card,2024-02-24
ACC-00907,CUST-04485,checking,2024-08-08
ACC-00908,CUST-04287,savings,2024-07-11
ACC-00909,CUST-01094,savings,2024-05-13
ACC-00910,CUST-04938,checking,2024-05-14
ACC-00911,CUST-04620,checking,2024-06-07
ACC-00912,CUST-03936,savings,2024-11-25
ACC-00913,CUST-04855,credit_card,2024-04-14
ACC-00914,CUST-04707,savings,2024-08-17
ACC-00915,CUST-04724,checking,2024-01-13
ACC-00916,CUST-03991,checking,2024-07-14
ACC-00917,CUST-00826,savings,2024-08-27
ACC-00918,CUST-00892,checking,2024-03-09
ACC-00919,CUST-01924,savings,2024-07-17
ACC-00920,CUST-03822,checking,2024-04-03
ACC-00921,CUST-01066,checking,2024-02-14
ACC-00922,CUST-03387,checking,2024-02-08
ACC-00923,CUST-03376,savings,2024-04-17
ACC-00924,CUST-00339,credit_card,2024-04-12
ACC-00925,CUST-03761,checking,2024-03-09
ACC-00926,CUST-02371,savings,2024-03-25
ACC-00927,CUST-03708,checking,2024-10-12
ACC-00928,CUST-01872,credit_card,2024-10-27
ACC-00929,CUST-02103,checking,2024-08-09
ACC-00930,CUST-02238,checking,2024-06-27
ACC-00931,CUST-03066,checking,2024-03-14
ACC-00932,CUST-00943,savings,2024-02-12
ACC-00933,CUST-00129,credit_card,2024-01-01
ACC-00934,CUST-01680,credit_card,2024-10-04
ACC-00935,CUST-03339,credit_card,2024-10-14
ACC-00936,CUST-00372,credit_card,2024-04-23
ACC-00937,CUST-02921,savings,2024-03-05
ACC-00938,CUST-01391,checking,2024-11-07
ACC-00939,CUST-01283,credit_card,2024-08-20
ACC-00940,CUST-04757,checking,2024-06-09
ACC-00941,CUST-04436,checking,2024-05-09
ACC-00942,CUST-01202,credit_card,2024-06-15
ACC-00943,CUST-02104,checking,2024-11-19
ACC-00944,CUST-02050,credit_card,2024-07-20
ACC-00945,CUST-04184,savings,2024-07-02
ACC-00946,CUST-02706,checking,2024-08-12
ACC-00947,CUST-01916,checking,2024-02-08
ACC-00948,CUST-00069,checking,2024-05-10
ACC-00949,CUST-00469,credit_card,2024-12-14
ACC-00950,CUST-00126,credit_card,2024-02-25
ACC-00951,CUST-03308,savings,2024-10-07
ACC-00952,CUST-00212,credit_card,2024-06-25
ACC-00953,CUST-04135,credit_card,2024-09-21
ACC-00954,CUST-03570,checking,2024-05-28
ACC-00955,CUST-04238,checking,2024-09-13
ACC-00956,CUST-04380,savings,2024-12-10
ACC-00957,CUST-04034,credit_card,2024-07-28
ACC-00958,CUST-02316,savings,2024-12-16
ACC-00959,CUST-02162,savings,2024-09-14
ACC-00960,CUST-04912,savings,2024-07-12
ACC-00961,CUST-04796,credit_card,2024-09-01
ACC-00962,CUST-00174,checking,2024-06-24
ACC-00963,CUST-01352,checking,2024-05-08
ACC-00964,CUST-04908,credit_card,2024-06-07
ACC-00965,CUST-03499,credit_card,2024-11-14
ACC-00966,CUST-04011,credit_card,2024-01-22
ACC-00967,CUST-00059,savings,2024-09-13
ACC-00968,CUST-04483,checking,2024-11-27
ACC-00969,CUST-03300,savings,2024-07-21
ACC-00970,CUST-00254,credit_card,2024-08-28
ACC-00971,CUST-00661,credit_card,2024-06-16
ACC-00972,CUST-00637,credit_card,2024-01-02
ACC-00973,CUST-00076,credit_card,2024-12-04
ACC-00974,CUST-01258,credit_card,2024-09-11
ACC-00975,CUST-01216,checking,2024-08-14
ACC-00976,CUST-04295,savings,2024-09-09
ACC-00977,CUST-00473,checking,2024-12-10
ACC-00978,CUST-04799,checking,2024-07-14
ACC-00979,CUST-02618,credit_card,2024-08-21
ACC-00980,CUST-04300,checking,2024-07-23
ACC-00981,CUST-00717,checking,2024-09-28
ACC-00982,CUST-03076,credit_card,2024-04-16
ACC-00983,CUST-00671,credit_card,2024-06-11
ACC-00984,CUST-04133,checking,2024-02-16
ACC-00985,CUST-02362,checking,2024-12-17
ACC-00986,CUST-02160,savings,2024-09-18
ACC-00987,CUST-01479,credit_card,2024-12-10
ACC-00988,CUST-04038,credit_card,2024-12-13
ACC-00989,CUST-04569,savings,2024-03-28
ACC-00990,CUST-04712,credit_card,2024-10-03
ACC-00991,CUST-00786,credit_card,2024-05-28
ACC-00992,CUST-03396,savings,2024-03-24
ACC-00993,CUST-00297,checking,2024-03-27
ACC-00994,CUST-03795,checking,2024-07-10
ACC-00995,CUST-00359,credit_card,2024-09-13
ACC-00996,CUST-03882,checking,2024-10-21
ACC-00997,CUST-03509,checking,2024-05-01
ACC-00998,CUST-02089,savings,2024-11-23
ACC-00999,CUST-00084,savings,2024-10-10
ACC-01000,CUST-02389,savings,2024-09-02
ACC-01001,CUST-04897,savings,2024-09-02
ACC-01002,CUST-02147,checking,2024-07-15
ACC-01003,CUST-00618,savings,2024-02-09
ACC-01004,CUST-02037,savings,2024-07-17
ACC-01005,CUST-02961,credit_card,2024-06-05
ACC-01006,CUST-04169,credit_card,2024-10-13
ACC-01007,CUST-02909,checking,2024-10-03
ACC-01008,CUST-01955,savings,2024-04-12
ACC-01009,CUST-04538,credit_card,2024-04-16
ACC-01010,CUST-04481,savings,2024-05-27
ACC-01011,CUST-01129,credit_card,2024-02-28
ACC-01012,CUST-03359,checking,2024-02-10
ACC-01013,CUST-04727,savings,2024-01-11
ACC-01014,CUST-04198,savings,2024-05-14
ACC-01015,CUST-04602,savings,2024-10-06
ACC-01016,CUST-01920,savings,2024-11-19
ACC-01017,CUST-01306,credit_card,2024-06-24
ACC-01018,CUST-03895,credit_card,2024-10-10
ACC-01019,CUST-03265,savings,2024-07-06
ACC-01020,CUST-03255,savings,2024-03-02
ACC-01021,CUST-04401,savings,2024-08-05
ACC-01022,CUST-04183,savings,2024-06-16
ACC-01023,CUST-03214,credit_card,2024-06-16
ACC-01024,CUST-02434,savings,2024-05-02
ACC-01025,CUST-02155,credit_card,2024-02-25
ACC-01026,CUST-01448,checking,2024-10-04
ACC-01027,CUST-01290,checking,2024-02-08
ACC-01028,CUST-00077,checking,2024-12-15
ACC-01029,CUST-00675,checking,2024-11-27
ACC-01030,CUST-01506,savings,2024-02-18
ACC-01031,CUST-03814,credit_card,2024-05-05
ACC-01032,CUST-02418,credit_card,2024-10-23
ACC-01033,CUST-04916,savings,2024-05-25
ACC-01034,CUST-02068,checking,2024-01-24
ACC-01035,CUST-00257,checking,2024-11-22
ACC-01036,CUST-03069,checking,2024-04-21
ACC-01037,CUST-01152,credit_card,2024-04-04
ACC-01038,CUST-02181,credit_card,2024-09-21
ACC-01039,CUST-02229,savings,2024-05-20
ACC-01040,CUST-04807,checking,2024-12-13
ACC-01041,CUST-00469,checking,2024-02-22
ACC-01042,CUST-03681,credit_card,2024-09-02
ACC-01043,CUST-02926,checking,2024-06-25
ACC-01044,CUST-01798,credit_card,2024-11-22
ACC-01045,CUST-03169,credit_card,2024-09-05
ACC-01046,CUST-03880,credit_card,2024-02-10
ACC-01047,CUST-03109,savings,2024-12-09
ACC-01048,CUST-00801,savings,2024-12-20
ACC-01049,CUST-01665,credit_card,2024-06-06
ACC-01050,CUST-04706,credit_card,2024-10-12
ACC-01051,CUST-02616,credit_card,2024-01-13
ACC-01052,CUST-00392,checking,2024-04-04
ACC-01053,CUST-03413,credit_card,2024-07-22
ACC-01054,CUST-04145,credit_card,2024-03-20
ACC-01055,CUST-03619,checking,2024-11-20
ACC-01056,CUST-02781,checking,2024-05-02
ACC-01057,CUST-04534,checking,2024-04-05
ACC-01058,CUST-03721,credit_card,2024-07-06
ACC-01059,CUST-01676,checking,2024-11-14
ACC-01060,CUST-04319,savings,2024-06-11
ACC-01061,CUST-03104,savings,2024-04-22
ACC-01062,CUST-01552,checking,2024-10-25
ACC-01063,CUST-02626,checking,2024-07-12
ACC-01064,CUST-01565,credit_card,2024-01-08
ACC-01065,CUST-02271,checking,2024-06-15
ACC-01066,CUST-03207,savings,2024-02-04
ACC-01067,CUST-04840,savings,2024-09-20
ACC-01068,CUST-00840,checking,2024-03-09
ACC-01069,CUST-03445,credit_card,2024-11-28
ACC-01070,CUST-01420,checking,2024-02-26
ACC-01071,CUST-03554,savings,2024-08-12
ACC-01072,CUST-02758,credit_card,2024-08-26
ACC-01073,CUST-00631,savings,2024-05-15
ACC-01074,CUST-01502,savings,2024-06-05
ACC-01075,CUST-01498,savings,2024-12-17
ACC-01076,CUST-00942,checking,2024-09-01
ACC-01077,CUST-03307,savings,2024-06-08
ACC-01078,CUST-02595,credit_card,2024-12-18
